company_name,total_since_2011,total_since_2017,total_since_2022,total_since_2025,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,link
Beacon Center of Tennessee,1485000.0,1485000.0,925000.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147500.0,110000.0,135000.0,167500.0,205000.0,255000.0,255000.0,210000.0,
Energysolutions,1475000.0,405000.0,180000.0,45000.0,230000.0,242500.0,260000.0,260000.0,260000.0,160000.0,85000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,
Tennessee Public Television Council,1462500.0,915000.0,490000.0,160000.0,85000.0,85000.0,122500.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,160000.0,160000.0,
Tennessee Nurses Association,1462500.0,792500.0,310000.0,45000.0,160000.0,160000.0,85000.0,52500.0,90000.0,160000.0,122500.0,160000.0,160000.0,122500.0,160000.0,20000.0,20000.0,102500.0,97500.0,65000.0,45000.0,
Total Wine & More,1450000.0,1327500.0,790000.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122500.0,85000.0,122500.0,85000.0,85000.0,160000.0,160000.0,160000.0,260000.0,210000.0,
Vanderbilt University Medical Center,1430000.0,1267500.0,640000.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162500.0,300000.0,172500.0,45000.0,45000.0,65000.0,160000.0,160000.0,160000.0,160000.0,
Corizon Health,1427500.0,1220000.0,102500.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,65000.0,97500.0,402500.0,422500.0,85000.0,122500.0,85000.0,102500.0,0.0,0.0,0.0,
AIA Tennessee,1415000.0,890000.0,452500.0,85000.0,102500.0,122500.0,102500.0,85000.0,45000.0,85000.0,85000.0,122500.0,97500.0,85000.0,85000.0,85000.0,85000.0,122500.0,122500.0,122500.0,85000.0,
Education Networks Of America,1402500.0,592500.0,157500.0,0.0,32500.0,85000.0,85000.0,85000.0,160000.0,160000.0,160000.0,160000.0,90000.0,122500.0,85000.0,85000.0,52500.0,52500.0,52500.0,52500.0,0.0,
Tennessee State Collaborative On Reforming Education (SCORE),1402500.0,1300000.0,690000.0,210000.0,0.0,32500.0,32500.0,0.0,10000.0,20000.0,20000.0,20000.0,20000.0,77500.0,192500.0,160000.0,160000.0,160000.0,160000.0,160000.0,210000.0,
Tennessee Installment Lenders Association,1400000.0,777500.0,340000.0,85000.0,85000.0,85000.0,122500.0,122500.0,85000.0,85000.0,85000.0,122500.0,85000.0,85000.0,97500.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Tennessee American Water,1392500.0,795000.0,395000.0,85000.0,10000.0,32500.0,172500.0,77500.0,77500.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,65000.0,65000.0,122500.0,122500.0,65000.0,85000.0,
Meharry Medical College,1377500.0,687500.0,292500.0,65000.0,360000.0,160000.0,20000.0,90000.0,160000.0,90000.0,20000.0,310000.0,160000.0,0.0,65000.0,85000.0,85000.0,97500.0,65000.0,65000.0,65000.0,
Tennessee School Boards Association,1372500.0,1055000.0,540000.0,122500.0,45000.0,45000.0,45000.0,45000.0,65000.0,65000.0,52500.0,45000.0,102500.0,65000.0,122500.0,102500.0,122500.0,122500.0,122500.0,172500.0,122500.0,
Tennessee Construction Coalition,1360000.0,190000.0,90000.0,0.0,122500.0,160000.0,160000.0,225000.0,225000.0,225000.0,150000.0,185000.0,20000.0,20000.0,20000.0,20000.0,20000.0,90000.0,0.0,0.0,0.0,
Tennessee Society Of Anesthesiologists,1357500.0,1042500.0,715000.0,185000.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,85000.0,85000.0,172500.0,172500.0,185000.0,185000.0,
Google,1355000.0,1192500.0,672500.0,160000.0,0.0,0.0,0.0,0.0,0.0,32500.0,65000.0,65000.0,65000.0,45000.0,160000.0,160000.0,90000.0,160000.0,160000.0,192500.0,160000.0,
Tennessee Wine And Spirits Retailers Association,1350000.0,840000.0,415000.0,160000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,160000.0,
Marsy's Law For All,1327500.0,1327500.0,522500.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,600000.0,160000.0,42500.0,160000.0,160000.0,160000.0,
Tennessee Academy of Physician Assistants,1327500.0,840000.0,415000.0,85000.0,45000.0,45000.0,65000.0,65000.0,65000.0,85000.0,85000.0,122500.0,85000.0,85000.0,85000.0,85000.0,85000.0,122500.0,85000.0,122500.0,85000.0,
Tslms,1325000.0,1282500.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,0.0,0.0,0.0,455000.0,85000.0,592500.0,85000.0,65000.0,0.0,0.0,0.0,0.0,
Youth Villages,1325000.0,1027500.0,602500.0,160000.0,0.0,0.0,52500.0,10000.0,20000.0,85000.0,65000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,122500.0,160000.0,160000.0,160000.0,
Tennessee Disability Coalition,1320000.0,877500.0,487500.0,117500.0,20000.0,20000.0,32500.0,45000.0,45000.0,117500.0,85000.0,117500.0,85000.0,97500.0,65000.0,65000.0,77500.0,110000.0,130000.0,130000.0,117500.0,
Ebay,1320000.0,787500.0,320000.0,65000.0,22500.0,0.0,65000.0,122500.0,122500.0,85000.0,52500.0,85000.0,85000.0,122500.0,85000.0,122500.0,52500.0,85000.0,85000.0,85000.0,65000.0,
Association of County Mayors,1315000.0,995000.0,237500.0,102500.0,45000.0,65000.0,85000.0,45000.0,102500.0,65000.0,22500.0,0.0,187500.0,187500.0,187500.0,150000.0,45000.0,45000.0,45000.0,45000.0,102500.0,
Farm Credit Mid-America,1312500.0,917500.0,260000.0,85000.0,45000.0,45000.0,85000.0,45000.0,45000.0,45000.0,85000.0,90000.0,260000.0,102500.0,102500.0,160000.0,32500.0,32500.0,20000.0,122500.0,85000.0,
Retirement Companies of America,1302500.0,927500.0,117500.0,20000.0,0.0,0.0,52500.0,65000.0,45000.0,45000.0,122500.0,45000.0,365000.0,152500.0,202500.0,45000.0,45000.0,45000.0,32500.0,20000.0,20000.0,https://retirementcompanies.com/the-rca-way/leadership/
American Lung Association,1300000.0,1255000.0,640000.0,160000.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,45000.0,20000.0,115000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,
Public Consulting Group,1295000.0,877500.0,452500.0,85000.0,65000.0,45000.0,45000.0,65000.0,85000.0,85000.0,85000.0,52500.0,85000.0,85000.0,85000.0,85000.0,85000.0,160000.0,85000.0,122500.0,85000.0,
Erlanger Health System,1290000.0,627500.0,177500.0,85000.0,20000.0,20000.0,32500.0,85000.0,65000.0,160000.0,160000.0,160000.0,160000.0,160000.0,90000.0,20000.0,20000.0,20000.0,20000.0,52500.0,85000.0,
Tennessee Society of Certified Public Accountants,1287500.0,822500.0,360000.0,90000.0,52500.0,52500.0,52500.0,52500.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,102500.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,
Hospital Authority Of Metro Government Of Nashville & Davidson County,1285000.0,1052500.0,935000.0,155000.0,0.0,0.0,32500.0,45000.0,45000.0,45000.0,32500.0,32500.0,32500.0,32500.0,20000.0,32500.0,0.0,260000.0,260000.0,260000.0,155000.0,
Unum Group,1282500.0,952500.0,340000.0,85000.0,45000.0,45000.0,65000.0,85000.0,45000.0,45000.0,45000.0,45000.0,85000.0,160000.0,160000.0,122500.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Bank of America,1275000.0,765000.0,340000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Recording Industry Association of America,1275000.0,765000.0,340000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Outdoor Advertising of Tennessee,1275000.0,765000.0,340000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Lenscrafters,1272500.0,315000.0,52500.0,0.0,0.0,150000.0,110000.0,492500.0,90000.0,85000.0,90000.0,90000.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,0.0,0.0,0.0,
Goodwill,1267500.0,1257500.0,932500.0,282500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,65000.0,45000.0,45000.0,85000.0,85000.0,155000.0,282500.0,212500.0,282500.0,
Everytown For Gun Safety Action Fund,1267500.0,1092500.0,605000.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,77500.0,97500.0,97500.0,97500.0,97500.0,97500.0,97500.0,85000.0,255000.0,167500.0,97500.0,
Geographic Solutions,1257500.0,627500.0,280000.0,85000.0,0.0,0.0,85000.0,85000.0,65000.0,65000.0,45000.0,285000.0,45000.0,32500.0,45000.0,122500.0,102500.0,45000.0,65000.0,85000.0,85000.0,
Norfolk Southern,1255000.0,765000.0,340000.0,85000.0,45000.0,45000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
South College,1255000.0,765000.0,340000.0,85000.0,45000.0,85000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Cigar Association of America,1255000.0,745000.0,320000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,65000.0,85000.0,85000.0,85000.0,
UHS of Delaware,1255000.0,765000.0,340000.0,85000.0,10000.0,85000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Houghton Mifflin Harcourt Publishing Company,1250000.0,637500.0,212500.0,0.0,0.0,160000.0,122500.0,85000.0,85000.0,117500.0,117500.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,42500.0,0.0,
Global Tel Link Corporation,1247500.0,932500.0,527500.0,122500.0,0.0,0.0,0.0,0.0,22500.0,85000.0,122500.0,85000.0,85000.0,85000.0,65000.0,85000.0,85000.0,85000.0,160000.0,160000.0,122500.0,
Nashville Cares,1247500.0,937500.0,600000.0,225000.0,45000.0,32500.0,45000.0,45000.0,45000.0,45000.0,45000.0,85000.0,85000.0,85000.0,45000.0,77500.0,45000.0,65000.0,85000.0,225000.0,225000.0,
Cvs Health,1245000.0,990000.0,452500.0,122500.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,122500.0,160000.0,122500.0,85000.0,122500.0,122500.0,
"Volkert, Inc.",1242500.0,1007500.0,820000.0,560000.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,65000.0,65000.0,45000.0,45000.0,32500.0,0.0,0.0,0.0,260000.0,560000.0,
AAA,1235000.0,320000.0,80000.0,20000.0,230000.0,142500.0,107500.0,167500.0,160000.0,160000.0,160000.0,160000.0,160000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,
Rogers Group,1227500.0,605000.0,280000.0,65000.0,122500.0,85000.0,122500.0,122500.0,85000.0,85000.0,85000.0,122500.0,85000.0,85000.0,45000.0,45000.0,65000.0,65000.0,85000.0,65000.0,65000.0,
Tennessee Oncology Practice Society,1227500.0,1227500.0,640000.0,160000.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,117500.0,150000.0,155000.0,122500.0,160000.0,160000.0,160000.0,160000.0,
Airbnb,1225000.0,1140000.0,452500.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,122500.0,222500.0,85000.0,85000.0,172500.0,122500.0,85000.0,85000.0,160000.0,
Live Nation - Ticketmaster,1217500.0,737500.0,352500.0,85000.0,0.0,0.0,22500.0,85000.0,117500.0,85000.0,85000.0,85000.0,85000.0,45000.0,85000.0,85000.0,85000.0,85000.0,97500.0,85000.0,85000.0,
Bridgestone,1212500.0,705000.0,320000.0,85000.0,160000.0,122500.0,85000.0,122500.0,65000.0,85000.0,65000.0,85000.0,65000.0,85000.0,85000.0,65000.0,85000.0,65000.0,85000.0,85000.0,85000.0,
Nissan,1212500.0,705000.0,340000.0,85000.0,110000.0,110000.0,110000.0,110000.0,70000.0,70000.0,70000.0,77500.0,65000.0,65000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Aegis Sciences Corporation,1207500.0,687500.0,357500.0,85000.0,0.0,0.0,0.0,0.0,260000.0,52500.0,85000.0,122500.0,90000.0,52500.0,0.0,122500.0,65000.0,85000.0,65000.0,122500.0,85000.0,
Uber,1202500.0,797500.0,340000.0,85000.0,0.0,0.0,0.0,0.0,0.0,22500.0,260000.0,122500.0,117500.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
American Council of Engineering Companies of Tennessee,1200000.0,992500.0,582500.0,102500.0,20000.0,45000.0,32500.0,20000.0,45000.0,45000.0,32500.0,32500.0,85000.0,90000.0,85000.0,65000.0,85000.0,160000.0,160000.0,160000.0,102500.0,
Merck,1197500.0,652500.0,355000.0,102500.0,160000.0,65000.0,85000.0,122500.0,85000.0,122500.0,65000.0,65000.0,77500.0,65000.0,45000.0,65000.0,45000.0,65000.0,122500.0,65000.0,102500.0,
Tennessee Physical Therapy Association,1195000.0,765000.0,340000.0,85000.0,20000.0,45000.0,45000.0,45000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Motorola,1187500.0,840000.0,415000.0,85000.0,0.0,0.0,22500.0,65000.0,45000.0,85000.0,85000.0,45000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,160000.0,85000.0,
Waste Management,1177500.0,887500.0,427500.0,85000.0,32500.0,45000.0,65000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,175000.0,150000.0,172500.0,85000.0,85000.0,85000.0,
GSK,1175000.0,697500.0,280000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,52500.0,77500.0,85000.0,85000.0,85000.0,85000.0,85000.0,65000.0,65000.0,65000.0,
Tennessee School Systems For Equity - Tennessee Education And Management Services,1172500.0,615000.0,235000.0,65000.0,45000.0,45000.0,85000.0,85000.0,65000.0,102500.0,155000.0,65000.0,152500.0,32500.0,65000.0,65000.0,65000.0,85000.0,32500.0,52500.0,65000.0,
Ymca Of Middle Tennessee,1172500.0,662500.0,277500.0,45000.0,45000.0,45000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,45000.0,102500.0,65000.0,65000.0,45000.0,
Quest Diagnostics,1170000.0,750000.0,320000.0,65000.0,0.0,0.0,0.0,42500.0,85000.0,85000.0,85000.0,122500.0,85000.0,85000.0,97500.0,97500.0,65000.0,85000.0,85000.0,85000.0,65000.0,
SCI Tennessee Funeral Services,1167500.0,802500.0,377500.0,97500.0,0.0,52500.0,85000.0,85000.0,0.0,45000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,97500.0,97500.0,97500.0,
Republic Services,1167500.0,700000.0,357500.0,122500.0,65000.0,65000.0,122500.0,65000.0,65000.0,65000.0,65000.0,85000.0,102500.0,85000.0,20000.0,45000.0,90000.0,65000.0,85000.0,85000.0,122500.0,
Enterprise Rentacar,1167500.0,677500.0,170000.0,0.0,45000.0,45000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,135000.0,117500.0,85000.0,85000.0,85000.0,0.0,0.0,
Tennessee Consumer Finance Association,1160000.0,740000.0,340000.0,85000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,77500.0,97500.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Lincoln Memorial University,1157500.0,1040000.0,592500.0,300000.0,20000.0,20000.0,42500.0,0.0,0.0,0.0,10000.0,65000.0,122500.0,32500.0,85000.0,85000.0,122500.0,85000.0,85000.0,122500.0,300000.0,
Metropolitan Nashville Airport Authority,1157500.0,1025000.0,495000.0,102500.0,0.0,0.0,10000.0,0.0,0.0,42500.0,80000.0,0.0,0.0,0.0,160000.0,160000.0,210000.0,115000.0,192500.0,85000.0,102500.0,
ACLU,1150000.0,1040000.0,760000.0,210000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,10000.0,20000.0,20000.0,45000.0,45000.0,65000.0,105000.0,180000.0,160000.0,210000.0,210000.0,
Johnson Controls,1150000.0,655000.0,195000.0,0.0,10000.0,0.0,0.0,0.0,0.0,340000.0,90000.0,65000.0,85000.0,85000.0,122500.0,65000.0,102500.0,45000.0,85000.0,65000.0,0.0,
Qk4,1150000.0,562500.0,137500.0,0.0,22500.0,32500.0,97500.0,150000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,52500.0,0.0,0.0,
Vulcan Construction Materials,1140000.0,677500.0,202500.0,52500.0,65000.0,45000.0,122500.0,45000.0,45000.0,45000.0,45000.0,160000.0,160000.0,160000.0,90000.0,32500.0,32500.0,20000.0,45000.0,85000.0,52500.0,
"Noble Education, Inc.",1137500.0,1137500.0,890000.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,65000.0,97500.0,185000.0,272500.0,272500.0,160000.0,
Pearson Education,1137500.0,865000.0,482500.0,105000.0,0.0,0.0,20000.0,20000.0,90000.0,52500.0,45000.0,45000.0,45000.0,45000.0,45000.0,130000.0,117500.0,130000.0,130000.0,117500.0,105000.0,
"Bristol Motor Speedway, Llc",1137500.0,1095000.0,1010000.0,375000.0,0.0,0.0,0.0,0.0,0.0,22500.0,20000.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,225000.0,325000.0,375000.0,
Bnsf Railway Co.,1127500.0,705000.0,320000.0,85000.0,85000.0,85000.0,97500.0,77500.0,20000.0,57500.0,85000.0,85000.0,85000.0,85000.0,85000.0,45000.0,85000.0,65000.0,85000.0,85000.0,85000.0,
Tennessee Primary Care Association,1117500.0,897500.0,282500.0,65000.0,20000.0,20000.0,20000.0,20000.0,45000.0,45000.0,45000.0,45000.0,45000.0,202500.0,227500.0,70000.0,70000.0,70000.0,70000.0,77500.0,65000.0,
Tennessee Apartment Association,1100000.0,705000.0,340000.0,85000.0,20000.0,32500.0,45000.0,32500.0,122500.0,85000.0,45000.0,65000.0,65000.0,65000.0,85000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Centurion,1095000.0,765000.0,340000.0,85000.0,0.0,0.0,0.0,22500.0,52500.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Justcity,1095000.0,982500.0,370000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,102500.0,122500.0,122500.0,122500.0,122500.0,122500.0,85000.0,160000.0,80000.0,45000.0,
American Cancer Society,1092500.0,567500.0,320000.0,85000.0,45000.0,45000.0,45000.0,65000.0,85000.0,85000.0,85000.0,160000.0,122500.0,52500.0,20000.0,20000.0,32500.0,65000.0,85000.0,85000.0,85000.0,
Catholic Public Policy Commission Of Tennessee,1087500.0,457500.0,10000.0,0.0,110000.0,110000.0,135000.0,110000.0,130000.0,85000.0,85000.0,85000.0,122500.0,85000.0,122500.0,85000.0,32500.0,10000.0,0.0,0.0,0.0,
Diageo North America,1085000.0,795000.0,345000.0,85000.0,0.0,0.0,0.0,0.0,90000.0,20000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,122500.0,52500.0,85000.0,85000.0,
Independent Insurance Agents of Tennessee,1085000.0,745000.0,340000.0,85000.0,45000.0,65000.0,65000.0,32500.0,52500.0,52500.0,85000.0,52500.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Tennessee Dental Hygienists Association,1082500.0,692500.0,362500.0,85000.0,65000.0,85000.0,65000.0,85000.0,85000.0,45000.0,65000.0,45000.0,32500.0,45000.0,65000.0,77500.0,110000.0,110000.0,90000.0,77500.0,85000.0,
"Tennessee Oncology, Pllc",1080000.0,1080000.0,760000.0,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,160000.0,160000.0,160000.0,210000.0,230000.0,
Medtronic,1075000.0,605000.0,200000.0,45000.0,110000.0,75000.0,85000.0,85000.0,65000.0,85000.0,85000.0,65000.0,85000.0,85000.0,65000.0,85000.0,85000.0,65000.0,45000.0,45000.0,45000.0,
National Federation Of Independent Business,1075000.0,777500.0,297500.0,65000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,32500.0,85000.0,85000.0,85000.0,85000.0,52500.0,172500.0,147500.0,20000.0,65000.0,65000.0,
Tennessee Dental Association,1072500.0,562500.0,337500.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,122500.0,85000.0,85000.0,
Children's Hospital Alliance of Tennessee,1070000.0,507500.0,325000.0,85000.0,65000.0,85000.0,122500.0,122500.0,122500.0,65000.0,65000.0,65000.0,52500.0,32500.0,20000.0,32500.0,45000.0,32500.0,85000.0,122500.0,85000.0,
"Gilead Sciences, Inc.",1055000.0,645000.0,340000.0,85000.0,0.0,0.0,0.0,20000.0,85000.0,117500.0,85000.0,102500.0,85000.0,32500.0,45000.0,57500.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Baptist Memorial Health.,1050000.0,737500.0,525000.0,102500.0,10000.0,0.0,0.0,52500.0,85000.0,85000.0,45000.0,45000.0,45000.0,32500.0,45000.0,45000.0,45000.0,102500.0,160000.0,160000.0,102500.0,
American International Group,1042500.0,612500.0,207500.0,45000.0,85000.0,85000.0,85000.0,65000.0,85000.0,45000.0,85000.0,65000.0,65000.0,85000.0,85000.0,85000.0,85000.0,65000.0,52500.0,45000.0,45000.0,
"Wayne Halfway House, Inc.",1042500.0,717500.0,415000.0,160000.0,0.0,0.0,0.0,65000.0,85000.0,85000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,122500.0,85000.0,85000.0,85000.0,160000.0,
Enova Online Services,1032500.0,942500.0,220000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,265000.0,265000.0,45000.0,102500.0,45000.0,65000.0,45000.0,45000.0,65000.0,
Triton Management Services Llc,1032500.0,765000.0,340000.0,85000.0,0.0,0.0,0.0,0.0,0.0,22500.0,160000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Dentaquest Of Tennessee Llc,1025000.0,705000.0,300000.0,45000.0,0.0,0.0,0.0,0.0,65000.0,85000.0,85000.0,85000.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,45000.0,
Igt And Its Affiliates,1022500.0,937500.0,532500.0,152500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,85000.0,85000.0,65000.0,85000.0,85000.0,122500.0,172500.0,152500.0,
Tennessee Trucking Association,1002500.0,712500.0,340000.0,85000.0,45000.0,45000.0,65000.0,45000.0,45000.0,45000.0,45000.0,45000.0,52500.0,65000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,
Tennessee Smoke Free Association,1000000.0,1000000.0,367500.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,52500.0,372500.0,52500.0,102500.0,85000.0,52500.0,20000.0,210000.0,
Knoxville Chamber,995000.0,607500.0,177500.0,20000.0,32500.0,32500.0,122500.0,45000.0,85000.0,32500.0,57500.0,45000.0,65000.0,97500.0,97500.0,85000.0,85000.0,85000.0,52500.0,20000.0,20000.0,
Tn Assn. Of Broadcasters,992500.0,590000.0,437500.0,65000.0,85000.0,85000.0,85000.0,97500.0,85000.0,45000.0,45000.0,45000.0,45000.0,32500.0,45000.0,10000.0,20000.0,90000.0,160000.0,122500.0,65000.0,
Eli Lilly,992500.0,565000.0,320000.0,85000.0,42500.0,0.0,42500.0,85000.0,85000.0,85000.0,85000.0,45000.0,45000.0,65000.0,45000.0,45000.0,45000.0,65000.0,85000.0,85000.0,85000.0,
"Wilson & Associates, Engineering",990000.0,405000.0,180000.0,45000.0,85000.0,85000.0,220000.0,185000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,
