company_name,total_since_2011,total_since_2017,total_since_2022,total_since_2025,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,link
Tri Elite Holdings Llc,107500.0,107500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,32500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tenet Healthcare,107500.0,107500.0,107500.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,85000.0,
Alternatives To Incarceration Llc D/Ba/ A2I,107500.0,107500.0,107500.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,85000.0,
J2 Software Solutions,107500.0,0.0,0.0,0.0,0.0,0.0,10000.0,45000.0,32500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Mgt Impact Solutions, Llc",107500.0,107500.0,107500.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,85000.0,
Recreational Vehicle Industry Association,107500.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,10000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tn Voices,107500.0,107500.0,107500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,65000.0,
Maryville College,107500.0,107500.0,107500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,65000.0,
Goldfinch Health,107500.0,107500.0,107500.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,85000.0,
Mackinac Center Action,107500.0,107500.0,107500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,22500.0,
Liberty Dental Plan Corporation,107500.0,107500.0,107500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,65000.0,0.0,
Tiktok Inc. Us,107500.0,107500.0,107500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,42500.0,0.0,0.0,
Rw Armstrong,107500.0,0.0,0.0,0.0,45000.0,45000.0,65000.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Christian Healthcare Ministries, Inc.",107500.0,107500.0,107500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,42500.0,0.0,
Shelby County 9-1-1 District,107500.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,0.0,0.0,0.0,0.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Naphcare, Inc.",107500.0,107500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,65000.0,0.0,0.0,0.0,
"Emmaus Billing And Consulting, Llc",107500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Massage Envy Green Hills, Llc",105000.0,105000.0,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,20000.0,0.0,0.0,
International Aestheic And Laser Association,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,32500.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Green Group Holdings,105000.0,105000.0,105000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,20000.0,
"Impossible Foods, Inc.",105000.0,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,52500.0,0.0,0.0,0.0,0.0,0.0,
Ggnsc Administrative Services Llc Dba Golden Living,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Delek Us Holdings,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,32500.0,32500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tata Consultancy Services (Tcs),105000.0,105000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,52500.0,0.0,0.0,0.0,
Swimply,105000.0,105000.0,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,20000.0,0.0,0.0,
Presidio Networked Solutions,105000.0,62500.0,62500.0,52500.0,0.0,0.0,0.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,52500.0,
Walden University C/O Multistate Associates Inc.,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cast Iron Soil Pipe Institute,105000.0,105000.0,105000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,20000.0,
"Motor Vehicle Protection Product Association, Inc.",105000.0,105000.0,52500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,
Frontier Communications Corporation,102500.0,102500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102500.0,0.0,0.0,0.0,0.0,0.0,
Leukemia & Lymphoma Society,102500.0,82500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,32500.0,20000.0,0.0,0.0,10000.0,20000.0,0.0,0.0,0.0,
The American Counseling Association,102500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Skinny Labs Inc. (Dba Spin),102500.0,102500.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,32500.0,10000.0,0.0,0.0,
National Football League,102500.0,102500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,20000.0,0.0,32500.0,0.0,0.0,
American Conservative Union,102500.0,80000.0,40000.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,
CKE Restaurants,102500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,20000.0,10000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Council For Compassionate Medicine,102500.0,102500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Corebridge Financial, Inc.",102500.0,102500.0,102500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57500.0,45000.0,
Shire Us,102500.0,50000.0,0.0,0.0,45000.0,22500.0,0.0,0.0,0.0,0.0,0.0,52500.0,20000.0,20000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bdp Large Cities Housing Capital Management,102500.0,102500.0,102500.0,102500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102500.0,
Epsilen Llc,102500.0,0.0,0.0,0.0,0.0,0.0,102500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Technet,102500.0,102500.0,92500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,32500.0,20000.0,
"Southern Biomedical Industries, Llc",100000.0,100000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,20000.0,0.0,0.0,0.0,
Signature Healthcare Consulting Services,100000.0,20000.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,10000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Safe Rx,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,45000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Pyramis Global Advisors Holding Corp.,100000.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Strategic Behavioral Health, Llc",100000.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Pga Tour, Inc.",100000.0,100000.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,32500.0,0.0,0.0,22500.0,0.0,0.0,
American Forest & Paper Association,100000.0,60000.0,40000.0,20000.0,45000.0,10000.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,20000.0,20000.0,
"Mead Johnson Nutrition Company; Mead Johnson & Company, Llc",100000.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Jazz Pharmaceuticals, Inc.",100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,32500.0,0.0,
Tn Assn. Of Health Underwriters,100000.0,20000.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tennessee Federation Of Dog Clubs,100000.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Knoxville Leadership Foundation,100000.0,100000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,
"Professional Insurance Agents Of Tn, Inc.",100000.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Save The Duck,100000.0,100000.0,100000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,10000.0,
Status Solutions,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,90000.0,0.0,0.0,0.0,0.0,0.0,
"Track Group, Inc.",100000.0,100000.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,32500.0,0.0,0.0,
I Drive Safely Llc,100000.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Neurocrine Biosciences, Inc.",100000.0,100000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,
Home School Legal Defense Association,100000.0,80000.0,60000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,
Tennessee Association Of Independent Schools,100000.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,10000.0,20000.0,20000.0,20000.0,10000.0,0.0,0.0,0.0,0.0,0.0,
Tn Assn. For Children'S Early Education,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,
Tennessee Alliance For Fair Airport User Fees,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tn Afterschool Network/United Ways Of Tn,100000.0,100000.0,70000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,20000.0,20000.0,10000.0,
Tennessee Faith & Freedom Coalition,100000.0,100000.0,100000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,10000.0,
"Aon Risk Services Central, Inc.",100000.0,0.0,0.0,0.0,32500.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mackinac Center For Public Policy,97500.0,97500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,65000.0,0.0,0.0,0.0,
National Basketball Players Association,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,45000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lp Building Solutions,97500.0,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,32500.0,0.0,
Adf Action,97500.0,97500.0,97500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,32500.0,32500.0,
"Loblolly Ventures, Llc",97500.0,97500.0,97500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,42500.0,32500.0,
"Life Check Systems, Llc",97500.0,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,45000.0,0.0,0.0,
Association Of American Publishers C/O Multistate Associates Inc.,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,32500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tesla Motors,97500.0,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,0.0,0.0,22500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rave Mobile Safety,97500.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,45000.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Renovate America, Inc.",97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Client Network Services, Llc",97500.0,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,32500.0,0.0,0.0,
Blyncsy,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Commissioned officers of Tennessee,97500.0,0.0,0.0,0.0,32500.0,45000.0,32500.0,0.0,0.0,10000.0,45000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tennessee Duck River Development Agency,97500.0,97500.0,97500.0,0.0,20000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,52500.0,0.0,
"Hall Emery Real Estate, Llc",97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,32500.0,0.0,0.0,0.0,0.0,
Doe Mountain Recreation Authority,95000.0,95000.0,95000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,22500.0,20000.0,20000.0,
Hillside Winery,95000.0,95000.0,95000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,85000.0,
"Pear Therapeutics (Us), Inc.",95000.0,95000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,52500.0,32500.0,0.0,0.0,
Kalkomey Enterprises Llc,95000.0,95000.0,95000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,85000.0,
Starlink Logistics Inc.,95000.0,95000.0,42500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,20000.0,0.0,0.0,0.0,0.0,10000.0,32500.0,
Teaching Strategies,95000.0,95000.0,95000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,85000.0,
Popcorn Sutton Distilling Llc,95000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tennessee Freedom Initiative,95000.0,95000.0,95000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,52500.0,
Tennessee Counter-Trafficking Alliance,95000.0,95000.0,95000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,20000.0,10000.0,32500.0,
Memphis Tomorrow,95000.0,95000.0,85000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,20000.0,65000.0,
Level 3 Communications,95000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,32500.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Smart Start, Inc.",95000.0,42500.0,0.0,0.0,0.0,45000.0,0.0,0.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,0.0,0.0,0.0,0.0,
Alfa Mutual Insurance Company,95000.0,95000.0,95000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,52500.0,
Alibaba,95000.0,95000.0,95000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,85000.0,
Bush Brothers And Company,95000.0,95000.0,95000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,85000.0,
Knox Associates Inc.,95000.0,95000.0,95000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,52500.0,0.0,
Independent Women'S Voice,95000.0,95000.0,95000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,20000.0,
"Inperium, Inc.",95000.0,95000.0,95000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,42500.0,0.0,0.0,
Tennessee Charitable Care Network,92500.0,72500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,52500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Tennessee Precious Metals, Coin & Currency Coalition",92500.0,92500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,
Olin Corporation,92500.0,20000.0,0.0,0.0,10000.0,10000.0,0.0,52500.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cicero Group,92500.0,92500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,
"National Shooting Sports Foundation, Inc.",92500.0,62500.0,30000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,10000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,10000.0,
Healthcare Distribution Management Association,90000.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Fitness International, Llc",90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,
"State Privacy And Security Coalition, Inc.",90000.0,90000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,20000.0,20000.0,
Music Venue Alliance Nashville,90000.0,90000.0,90000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,
"Boyd Sports, Llc",90000.0,90000.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,
"Victim Policy Institute, Inc",90000.0,90000.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,
"Trinity Highway Products, Llc",90000.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,10000.0,0.0,0.0,0.0,0.0,0.0,
Harris Corporation,90000.0,0.0,0.0,0.0,42500.0,122500.0,45000.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Music City Prep Center,90000.0,90000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,0.0,0.0,0.0,
Cummins Inc,90000.0,90000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,20000.0,20000.0,
Advanced Medical Technology Association (Advamed),90000.0,90000.0,60000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,0.0,20000.0,20000.0,20000.0,
Reelfoot Family Walk In Clinic,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,0.0,0.0,0.0,0.0,0.0,
"Restoration Hardware, Inc.",90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tennesseans Against Death Taxes,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Elan Skin, Llc",90000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Humane World For Animals,90000.0,90000.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,
Preserving Our Community'S Future,90000.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,
"Presbyterian Homes Of Tennessee, Inc.",90000.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,
"Neutron Holdings, Inc. Dba Lime",90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,10000.0,0.0,0.0,0.0,0.0,0.0,
Boldage Pace,90000.0,90000.0,90000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,
Tn Skyline Llc,90000.0,90000.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,
Ky-Tn Water Environment Association,90000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Icon Entertainment Llc,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Great Western Insurance Company,90000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,20000.0,20000.0,20000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Man Up Teacher Fellowship,90000.0,90000.0,90000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,
Liberty Mutual,90000.0,0.0,0.0,0.0,32500.0,20000.0,45000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tennessee Specialty Pharmacies Coalition,90000.0,90000.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,
Cdm Smith,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,0.0,0.0,0.0,0.0,0.0,
