company_name,year,amount
People United For Privacy,2018,127500.0
"Perfection Group, Inc.",2021,272500.0
Perimeter Properties Llc,2011,377500.0
Persevere,2022,300000.0
Pesg Llc,2011,110000.0
Petersen International Underwriters,2018,32500.0
"Petros Pace Finance, Llc",2020,137500.0
"Pga Tour, Inc.",2019,100000.0
Pharmaceutical Care Management Association,2020,742500.0
Philips North America,2019,602500.0
"Phillips And Jordan, Inc",2022,642500.0
Phillips Infrastructure Corp.,2025,80000.0
Pigeon River Outfitters Association,2025,45000.0
Pinnacle Airlines Corp.,2011,55000.0
"Pinnacle Partners Tennessee, Llc",2015,407500.0
Pinnacle Resource Center,2025,20000.0
Plains And Eastern Clean Line Llc,2015,60000.0
Plasma Games,2022,287500.0
Plaza Mariachi Llc,2017,10000.0
"Pma Financial Network, Llc",2025,42500.0
Pmi Global Services Inc. And Affiliates,2023,22500.0
"Pmi Global Services Inc., Swedish Match North America Llc, And Affiliates",2023,302500.0
Pmi Us Corporate Services Inc. And Affiliates,2025,510000.0
"Pmtn Nashville, Llc",2025,32500.0
"Podium Event Partners, Llc",2025,32500.0
"Poet, Llc",2025,22500.0
Polaris,2021,265000.0
"Polimorphic, Inc.",2025,22500.0
Popcorn Sutton Distilling Llc,2013,95000.0
"Pope'S Plant Farm, Inc.",2018,115000.0
"Possip, Inc.",2025,32500.0
"Possum Holler, Llc",2015,52500.0
"Potter South East, Llc",2013,385000.0
Power-Up America,2023,45000.0
Powers Management,2018,440000.0
Powerschool Group Llc,2025,10000.0
"Powerschool Group, Llc",2021,20000.0
Pra Group,2025,32500.0
"Pre-Paid Legal Casualty, Inc.",2015,222500.0
"Presbyterian Homes Of Tennessee, Inc.",2024,90000.0
"Presencelearning, Inc.",2017,10000.0
Preserving Our Community'S Future,2022,90000.0
Presidio Networked Solutions,2012,105000.0
"Prichard'S Distillery, Inc.",2013,80000.0
Primary Class Inc.,2022,257500.0
"Primerica, Inc",2022,75000.0
Priority Ambulance,2019,540000.0
Prisma Health,2025,160000.0
Prison Fellowship Ministries,2018,255000.0
Professional Beauty Association,2018,20000.0
Professional Certification Coalition,2020,80000.0
"Progressive Sentencing, Inc",2025,20000.0
"Project Belle, Llc",2017,40000.0
"Project Return, Inc.",2019,187500.0
Prontotrak,2025,45000.0
"Propst Development, Llc",2021,85000.0
Protect Our Aquifer,2025,20000.0
Protective Life Corporation,2011,177500.0
Proteus Action League,2019,52500.0
"Provectus Biopharmaceuticals, Inc.",2022,80000.0
"Provision Trust, Inc.",2011,75000.0
"Psynetix Laboratories, Llc",2021,197500.0
Public Entity Partners,2018,4007500.0
Public Risk Insurors,2019,455000.0
Public Service Employees Of Tennessee,2017,20000.0
"Publix Super Markets, Inc.",2013,380000.0
"Pure Storage, Inc.",2019,532500.0
"Purfoods, Llc",2023,50000.0
Qualtrics,2023,190000.0
Quant16,2025,22500.0
Quantinuum,2025,10000.0
Quavered Inc,2021,52500.0
Quest Diagnostics,2012,1170000.0
Questar Assessment Inc,2016,265000.0
Quicken Loans,2018,40000.0
R Leslie Hargrove,2013,20000.0
R Street Institute,2020,60000.0
"R&D Services, Inc.",2019,20000.0
R&S Solutions,2018,52500.0
R. L. Polk & Co.,2014,22500.0
"Racetrac Petroleum, Inc.",2020,45000.0
Raekar Consolidation,2018,20000.0
"Raising Cane'S Restaurants, L.L.C.",2024,52500.0
Rallyusa,2023,42500.0
Raphah Institute,2025,45000.0
Raptor Technologies,2024,270000.0
Rave Mobile Safety,2015,97500.0
Raybin & Weissman,2025,42500.0
Rayus Radiology,2021,267500.0
Reagan Outdoor Advertising,2020,310000.0
Reason Consulting Corporation,2023,65000.0
"Recording For The Blind & Dyslexic, Inc.",2011,10000.0
Recovery Corp.,2014,40000.0
Recovery Is The New High,2025,32500.0
Recreational Vehicle Industry Association,2016,107500.0
"Red Bull North America, Inc.",2011,187500.0
Red White & Food,2015,315000.0
Redmane Technology Llc,2024,32500.0
Reef Technology,2021,117500.0
Reelfoot Family Walk In Clinic,2019,90000.0
Reform Action Fund,2021,20000.0
"Regal Cinemas, Inc.",2020,10000.0
Regions Bank,2022,300000.0
Regionsmart,2021,75000.0
"Reid D Evensky, Pc",2011,20000.0
"Reimbursement Matters, Llc D/B/A Wholesome Technologies, Llc",2021,55000.0
Rekor Systems Inc,2020,117500.0
Relx Inc.,2017,425000.0
"Remetal, Llc",2012,20000.0
"Remi Holdings, Llc",2019,42500.0
Remington College,2012,502500.0
Remote Area Medical,2020,40000.0
Renaissance Life And Health Insurance Company Of America,2024,250000.0
Reniassance,2018,55000.0
Reniassance Learning,2014,215000.0
"Renovate America, Inc.",2015,97500.0
Rent A Center,2011,32500.0
Replica,2022,137500.0
"Repurpose, Llc",2022,85000.0
Resolute Fp Us Inc.,2016,32500.0
Resolve Molecular Diagnostics Llc,2020,307500.0
Resource Environmental Solutions Llc,2020,175000.0
"Restoration Hardware, Inc.",2017,90000.0
"Retailmenot, Inc.",2018,20000.0
Retirement Companies Of America,2011,1302500.0
"Revida Recovery Centers, Llc",2020,252500.0
"Rha Health Services Tn, Llc",2023,412500.0
Rhodes Edge Inc.,2014,42500.0
Rialto Capital Management,2013,75000.0
Ridecare,2025,42500.0
"Rise Partners, Llc.",2021,20000.0
"Riskiq, Inc.",2020,20000.0
"Ritchie Brothers Auctioneers (America), Inc.",2018,150000.0
Rite Of Passage Inc.,2025,80000.0
River City Company,2019,20000.0
Riverfront Development Corp,2019,65000.0
Rj Young,2019,140000.0
"Rlcl Acquisition, Llc Dba Gray Line Of Tennessee",2024,32500.0
"Rmsd Smnp, Llc",2023,20000.0
"Road Master, Inc. Dba Tow Pro",2023,72500.0
"Roane Transportation Services, Llc",2012,10000.0
"Robinhood Markets, Inc.",2024,320000.0
Roblox Corporation,2025,22500.0
Rock Central,2020,40000.0
Rocket Learning,2012,32500.0
Rocket Mortgage,2024,170000.0
Rocketship Education,2014,590000.0
Roman Catholic Diocese Of Knoxville,2014,10000.0
Rooted Supply Company,2025,10000.0
Rosetta Stone,2020,22500.0
Roundtower Technologies,2018,62500.0
Rreef America,2013,110000.0
Rsm Us Llp,2025,65000.0
"Rural Health Alliance, Llc",2021,65000.0
Rural Metro Ambulance,2012,80000.0
"Rwe Clean Energy Services, Llc",2025,20000.0
"Rwe Clean Energy, Llc",2024,20000.0
"Rx Development Associates, Inc",2013,247500.0
"Ryan, Llc",2025,20000.0
Ryman Hospitality,2013,1527500.0
Ryo MacHine Llc.,2012,52500.0
Safe Access Tennessee,2016,170000.0
Safe Rx,2017,100000.0
Safe Schools,2021,30000.0
Safety And Advocacy For Empowerment (Safe),2024,87500.0
"Safire Technology Group, Inc.",2024,22500.0
"Salesforce, Inc.",2023,160000.0
"Salesforce.Com, Inc.",2021,120000.0
"Samsara, Inc",2025,52500.0
Sandoz Inc.,2022,70000.0
Sandy Hook Promise Action Fund,2023,125000.0
"Sanorbix, Llc",2017,187500.0
Sap Concur,2025,85000.0
Sas Institute,2011,1492500.0
"Savannah Family Institute, Inc.",2016,20000.0
Save Tennessee History,2021,40000.0
Save The Children Action Network,2019,230000.0
Save The Duck,2023,100000.0
Sazerac Company,2017,740000.0
"Scepter, Inc.",2012,20000.0
Schneider Electric,2016,555000.0
Scholarpath,2023,32500.0
Scholastic Inc.,2013,152500.0
Schoolseed Foundation,2020,20000.0
Schroder Investment Management North America Inc,2014,610000.0
Science Applications International Corporation,2017,315000.0
Scientific Games,2012,615000.0
"Scientific Games, Llc",2022,180000.0
Scripps Networks Interactive,2017,45000.0
Scriptguiderx,2022,235000.0
Sdp Procurement Of Tennessee Inc,2014,52500.0
"Seatgeek, Inc.",2025,52500.0
"Secmed Funding, Llc",2021,52500.0
Secure Ai Project,2025,10000.0
Secure Democracy,2018,250000.0
Securities Industry And Financial Markets Association,2016,420000.0
Security Innovation Center,2018,20000.0
"Securus Technologies, Inc.",2017,652500.0
Sedera,2021,45000.0
Seeding Success,2019,200000.0
"Select Management Resources, Llc",2019,132500.0
"Sellers, Dorsey & Associates",2014,897500.0
"Senior Living Support Services, Inc.",2019,52500.0
Seqirus,2024,22500.0
Seqirus Usa Inc.,2024,67500.0
Sequel Youth & Family Services Llc,2021,20000.0
Service Contract Industry Council,2011,140000.0
Service Employees International Union,2011,1697500.0
Servpro Industries,2015,497500.0
Sevierville Chamber Of Commerce,2022,167500.0
Sexual Assault Center,2020,192500.0
"Sg Holdings, Llc",2024,150000.0
Sh Advisors Llc,2024,127500.0
"Shadowtrack Technologies, Inc.",2023,85000.0
Share Our Strength,2025,122500.0
"Sharecare, Inc.",2016,252500.0
Sharp Electronics Corporation,2012,42500.0
Sharprank,2024,40000.0
Shatterproof,2021,10000.0
Shelby County 9-1-1 District,2013,107500.0
Shelby County Association Of Charter Schools,2015,40000.0
Shelby County Election Commission,2011,10000.0
"Shipt, Inc.",2025,20000.0
Shire Us,2016,170000.0
Shmoop University,2016,62500.0
Short Mountain Distillery,2018,20000.0
Si Group Client Services,2018,225000.0
Sideprize Llc D/B/A Prizepicks,2023,40000.0
Sierra Club,2015,10000.0
"Signal Group Consulting, Llc",2019,85000.0
Signature Healthcare Consulting Services,2015,100000.0
Sixteen Thirty Fund,2020,50000.0
"Sk Life Science, Inc.",2020,50000.0
Skincure Oncology,2024,20000.0
Skinny Labs Inc. (Dba Spin),2019,102500.0
Sky High Sports,2018,20000.0
Sme Education Foundation,2025,42500.0
Smelter Service Corporation,2012,20000.0
Smiledirectclub,2019,182500.0
"Smith & Nephew, Inc.",2018,32500.0
"Smith & Wesson Brands, Inc.",2023,182500.0
"Smithfield Foods, Inc.",2024,207500.0
Smoky Mountain Vacation Lodging Association,2011,192500.0
Society Of Diagnostic Medical Sonography,2018,40000.0
Society Of Neurointerventional Surgery,2017,137500.0
Solarcity,2016,20000.0
Solari Inc.,2023,155000.0
Sourcewell,2025,35000.0
South Central Tennessee Development District,2020,457500.0
"South Tennessee Oil Company, Inc.",2025,20000.0
"Southcomm Communications, Inc.",2011,72500.0
Southeast Financial Credit Union,2012,170000.0
Southeast Regional Development Corporation,2022,20000.0
Southeastern Carpenters Regional Council,2018,315000.0
"Southeastern Loan Funding, Llc",2021,135000.0
"Southeastern University, Inc",2024,170000.0
"Southern Biomedical Industries, Llc",2021,100000.0
Southern College Of Optometry,2017,570000.0
"Southern Glazer'S Wine And Spirits, Llc",2017,597500.0
Southern Pharmacy Cooperative,2011,355000.0
"Southern Poverty Law Center, Inc.",2018,20000.0
Southern Regional Council Of Carpenters,2025,22500.0
Southern Renewable Energy Association,2023,235000.0
Southwest Airlines Co.,2016,765000.0
Southwind Residents Property Association,2016,200000.0
Spark Dental Management,2023,10000.0
Speakeasy Marketing,2015,20000.0
Special Olympics Tennessee,2019,210000.0
Specialized Carriers & Rigging Association,2015,77500.0
"Spiro Environmental, Llc",2019,42500.0
Sports Betting Alliance,2022,490000.0
Sportsmen'S Alliance,2021,20000.0
"Spotify Usa, Inc.",2025,20000.0
Springleaf Finance Management Corporation (F/K/A American General Finance Management Corporation),2011,42500.0
Sprint,2013,567500.0
Staar,2019,65000.0
Stac Media,2023,10000.0
"Staffco, Inc",2021,202500.0
"Stand For Children, Inc.",2025,20000.0
Stand Up Nashville,2021,20000.0
Stantec Consulting Services Inc.,2024,42500.0
Star Community Builders,2022,215000.0
Stardust Marina,2024,32500.0
Starkey Hearing Technologies,2025,42500.0
Starlink Logistics Inc.,2018,95000.0
State Armor Action,2023,305000.0
"State Privacy And Security Coalition, Inc.",2021,90000.0
State Shield Action,2025,160000.0
State Shield Inc,2024,52500.0
Status Solutions,2019,100000.0
Steersafe Partnership,2025,22500.0
Stephen Lafrance,2020,160000.0
Steris,2021,217500.0
"Sterne Agee Group, Inc.",2012,32500.0
"Stg International, Inc",2011,10000.0
Stircor,2025,45000.0
Stonemor Operating Llc,2016,52500.0
Stonepile Online Construction College,2022,32500.0
"Strategic Behavioral Health, Llc",2014,100000.0
Strategic Principles Llc,2024,85000.0
Strengthen Our Schools,2018,120000.0
"Stripe, Inc.",2023,50000.0
Stubhub,2023,255000.0
Students For Life Action,2022,30000.0
Study Edge,2018,82500.0
Studyville Llc,2025,42500.0
Stv Incorporated,2022,277500.0
Subtext Investment Management Company (Simco),2023,40000.0
Succeed With Amazing Grace Llc,2013,10000.0
Sugar Creek Realty,2025,65000.0
Sugarland Cellars,2014,32500.0
"Sugarlands Distilling Company, Llc",2013,527500.0
"Sumitomo Pharma America, Inc.",2024,20000.0
Summit Consulting Llc,2016,30000.0
Sunovion Pharmaceuticals Inc.,2011,240000.0
Sunrun Inc.,2016,70000.0
Superior Drivers Institute,2025,22500.0
Support Popular Vote,2011,252500.0
"Support Solutions Of The Mid-South, Llc",2016,537500.0
Susan B. Anthony List,2019,30000.0
Susan B. Anthony Pro-Life America,2022,70000.0
Susan G. Komen,2023,30000.0
Svmic,2020,327500.0
Swimply,2022,105000.0
Swisher International Inc.,2023,112500.0
"Synergasia Health Technologies, Inc",2020,20000.0
"Synergy Health Technologies, Inc",2021,30000.0
Syra Health Corp,2022,80000.0
Syra Health Corp.,2023,20000.0
T Rex Arms Inc,2019,327500.0
Tac,2012,127500.0
"Tae Technologies, Inc.",2019,170000.0
Tana Kimbro,2021,10000.0
"Tao, Llc",2019,52500.0
Target Corporation,2014,587500.0
Tata Consultancy Services (Tcs),2021,105000.0
Tawani Enterprises,2023,110000.0
Taxpayers For Logical Sentencing,2021,85000.0
Tc Energy,2022,340000.0
Teachers Insurance And Annuity Association (Tiaa),2016,407500.0
Teaching Strategies,2024,95000.0
"Tech Friends, Inc.",2023,192500.0
Tech901,2021,365000.0
Technet,2021,102500.0
Teladoc Health,2020,305000.0
Tellico Village,2017,642500.0
Tenderheart Health Solutions,2022,130000.0
"Tenenssee Provider Coalition, Inc.",2013,135000.0
Tenet Healthcare,2024,107500.0
Tenncangrow Llc,2014,160000.0
Tenncap,2023,215000.0
Tenndao,2022,40000.0
Tenneseia,2012,492500.0
Tennesse Judicial Conference,2020,182500.0
Tennessean'S For Quality Early Education,2016,1972500.0
Tennesseans Against Death Taxes,2012,90000.0
Tennesseans For Capital Punishment Reform,2020,312500.0
"Tennesseans For Compassionate Care, Llc.",2014,32500.0
Tennesseans For Economic Growth,2011,155000.0
Tennesseans For Economic Opportunity,2013,52500.0
Tennesseans For Fair And Impartial Courts,2011,187500.0
"Tennesseans For Public Participation, Inc.",2018,62500.0
Tennesseans For Student Success,2014,1625000.0
Tennesseans United,2014,200000.0
Tennessee 811,2013,827500.0
Tennessee Academy Of Anesthesiologist Assistants,2023,195000.0
Tennessee Academy Of Family Physicians,2024,52500.0
Tennessee Academy Of Ophthalmology,2013,1025000.0
Tennessee Academy Of Ophthalmology (Tnao),2019,320000.0
Tennessee Academy Of Pediatric Dentistry,2013,557500.0
Tennessee Acupuncture Council,2019,55000.0
Tennessee Alcohol Monitoring Systems,2022,202500.0
Tennessee Alliance For Fair Airport User Fees,2014,100000.0
"Tennessee Aluminum Processors, Inc.",2012,20000.0
Tennessee Ambulatory Surgery Center Association,2013,642500.0
Tennessee Anti-Slavery Alliance,2016,302500.0
Tennessee Appraisal Coalition,2014,20000.0
Tennessee Aquarium,2025,22500.0
Tennessee Association For Behavior Analysis,2013,385000.0
Tennessee Association Of Assessing Officers,2013,1667500.0
Tennessee Association Of Beauty Professionals,2013,75000.0
Tennessee Association Of Chiefs Of Police,2021,567500.0
Tennessee Association Of Goodwills,2015,45000.0
Tennessee Association Of Independent Schools,2015,100000.0
Tennessee Association Of Independent Schools (Tais),2020,140000.0
Tennessee Association Of Property Tax Professionals,2015,165000.0
Tennessee Auctioneers Association,2017,320000.0
"Tennessee Aviation Association, Inc.",2016,20000.0
"Tennessee Blockchain Alliance, Inc.",2018,20000.0
Tennessee Business Partnership,2014,70000.0
Tennessee Cannabis Retailers Association,2023,20000.0
"Tennessee Captive Insurance Association, Inc.",2015,215000.0
Tennessee Cash Advance Association,2021,2350000.0
Tennessee Catholic Conference,2022,307500.0
Tennessee Cdl School Inc,2024,20000.0
Tennessee Central Railway Museum,2022,32500.0
Tennessee Charitable Care Network,2016,92500.0
Tennessee Charter School Allies,2023,20000.0
Tennessee Citizens For Wilderness Planning,2025,10000.0
Tennessee Coalition To End Domestic And Sexual Violence,2023,87500.0
Tennessee Community Corrections Association,2018,232500.0
Tennessee Council Of Juvenile & Family Court Judges,2018,365000.0
Tennessee Counter-Trafficking Alliance,2022,95000.0
Tennessee Craft Brewers Guild,2020,132500.0
Tennessee Dermatology Society,2023,110000.0
Tennessee Distillers Guild,2014,1662500.0
Tennessee Distilling Group Llc,2019,45000.0
Tennessee Ecological Restoration Association,2021,145000.0
Tennessee Educators Of Color Alliance,2024,42500.0
Tennessee Electronic Security Assn,2011,765000.0
Tennessee Emergency Medicine Physician Alliance,2016,267500.0
Tennessee Employer Benefits Alliance,2024,52500.0
Tennessee Entertainment Alliance,2017,50000.0
Tennessee Faith & Freedom Coalition,2023,100000.0
Tennessee Farm Winegrowers Alliance,2013,740000.0
Tennessee Federation For Children,2013,3967500.0
Tennessee Fire Service Legislative Coalition,2017,365000.0
Tennessee First Entertainment Llc,2021,110000.0
Tennessee Food Bank Association,2025,20000.0
Tennessee Freedom Circle,2023,232500.0
Tennessee Freedom Initiative,2024,95000.0
Tennessee Gamefowl Breeders Association Inc.,2021,32500.0
Tennessee General Sessions Judges Conference,2011,665000.0
Tennessee Golf Assocation,2017,40000.0
Tennessee Grower'S Coalition,2018,10000.0
Tennessee Growers Coalition,2019,577500.0
"Tennessee Health Management, Inc.",2014,162500.0
Tennessee Healthy Alternatives Association,2022,412500.0
"Tennessee Heavy Duty Towing & Recovery Alliance, Inc.",2017,110000.0
Tennessee Heritage Pac,2019,30000.0
Tennessee Higher Education Initiative,2025,65000.0
"Tennessee Holdings, Llc",2024,10000.0
Tennessee Hospitality & Tourism Association,2020,2020000.0
Tennessee Independent Baptists For Religious Liberty,2019,30000.0
Tennessee Infrastructure Alliance,2015,1837500.0
Tennessee Interventional And Imaging Associates,2025,42500.0
Tennessee Justice Center,2015,332500.0
Tennessee Justice For Our Neighbors,2025,20000.0
Tennessee Logos Inc.,2016,32500.0
Tennessee Manufacturers Association,2014,377500.0
Tennessee Medical Cannabis Trade Association,2018,312500.0
"Tennessee Medicinal Plant Products, Llc",2015,42500.0
Tennessee Municipal Bond Fund,2019,787500.0
Tennessee Music Education Association (Tmea),2017,425000.0
Tennessee Network Of Security Integrators Formerly Tennessee Electronic Security Assoc.,2020,350000.0
Tennessee Nonprofit Network,2023,230000.0
"Tennessee Oncology, Pllc",2020,1080000.0
Tennessee Osteopathic Medical Association,2024,20000.0
Tennessee Partnership For Affordable Healthcare,2025,45000.0
Tennessee Pork Producers Association,2025,20000.0
Tennessee Poultry Association,2025,32500.0
Tennessee Prader-Willi Association,2019,30000.0
"Tennessee Precious Metals, Coin & Currency Coalition",2019,92500.0
Tennessee Pride Chamber,2023,190000.0
Tennessee Processing Center Llc,2021,32500.0
Tennessee Property Rights Council,2016,160000.0
Tennessee Prospers,2021,685000.0
Tennessee Psychiatric Association,2025,45000.0
Tennessee Railroad Association (Tnrra),2015,935000.0
Tennessee Recovery & Monitoring,2013,420000.0
"Tennessee Recovery Coalition, Inc.",2017,367500.0
Tennessee Renewable Energy & Economic Development Council,2019,30000.0
Tennessee Republican Assembly (Tra),2017,20000.0
Tennessee Self Storage Association,2011,200000.0
Tennessee Self-Insurers Association,2014,580000.0
Tennessee Smoke Free Association,2017,1000000.0
Tennessee Society For Laser Medicine & Surgery,2013,75000.0
Tennessee Soybean Association,2025,122500.0
Tennessee Specialty Pharmacies Coalition,2025,90000.0
Tennessee Sports & Entertainment Industry Coalition,2013,32500.0
Tennessee State Court Clerk Association,2025,22500.0
Tennessee State Electrical Workers Association,2016,377500.0
Tennessee State Pipe Trades Association,2018,412500.0
Tennessee State Trooper Association,2016,807500.0
Tennessee State Veterans' Homes Board,2011,10000.0
Tennessee Sub S Bank Association,2012,85000.0
Tennessee Subcontractors Association,2021,300000.0
Tennessee Subcontractors Association Pac,2025,22500.0
Tennessee Title Underwriters Coalition,2018,52500.0
Tennessee Tow Truck Association,2013,540000.0
Tennessee Trial Judges Association,2011,625000.0
Tennessee Valley Floating Homes Alliance,2016,20000.0
Tennessee Valley Railroad Museum,2022,62500.0
"Tennessee Wholesale Nursery, Llc",2018,20000.0
Tennessee Wildlife Officers Association,2018,250000.0
Tennessee Women'S Chamber Of Commerce,2016,10000.0
"Tennessee Youth Courts, Inc.",2019,20000.0
Tennessee911,2022,1697500.0
Tennesseecan,2019,3410000.0
Tennova Healthcare,2011,160000.0
"Tenzing Energy Solutions, Llc",2014,155000.0
Tesla Motors,2014,97500.0
"Teva Pharmaceuticals Usa, Inc.",2012,120000.0
Texas Public Policy Foundation,2017,857500.0
The Adoption Project,2022,227500.0
The Alliance Of Deposition Firms,2013,125000.0
The American Congress Of Obstetricians And Gynecologists,2017,45000.0
The American Counseling Association,2016,102500.0
The Babcock & Wilcox Company,2013,72500.0
"The Ball Gentlemen'S Club, Inc.",2018,32500.0
"The Bgjw Group, Inc.",2017,10000.0
"The Bipartisan Network, Llc",2023,42500.0
The Brick Industry Association,2020,132500.0
The Children'S Museum Of Memphis,2022,70000.0
"The Club At Kings Chapel, Llc",2025,10000.0
The Coalition For Better Health,2022,50000.0
The Coalition Of Middle Tennessee Title Agents,2014,32500.0
"The Coin Purse, Inc",2012,20000.0
The College Entrance Examination Board,2021,80000.0
The Conservation Fund,2012,20000.0
The Education Trust,2021,310000.0
The Equity Alliance Fund,2020,40000.0
The Fallon Company,2023,52500.0
The Farm Nashville Llc,2024,175000.0
The Foundation For Research On Equal Opportunity,2024,57500.0
The Good Food Institute,2019,137500.0
"The Gordian Group, Llc",2022,55000.0
The Hamilton County Herald,2011,187500.0
The Home Depot,2016,30000.0
"The Hyatt Company Of Tn, Llc",2020,30000.0
"The Industrial Board Of The City Of Brownsville And Haywood County, Tn",2023,242500.0
"The Jason Foundation, Inc.",2016,20000.0
The Jordan Thomas Foundation,2022,32500.0
The Kroger Company,2013,307500.0
"The Lewis Group Architects, Inc., P.C.",2018,40000.0
"The McPherson Group, Llp",2015,32500.0
The Mentor Network,2021,137500.0
The Money Services Round Table C/O Cooley Llp,2021,45000.0
The Muse Knoxville,2025,22500.0
The Neuro-Spine Committee,2011,510000.0
The Next Door,2017,10000.0
"The Overton Park Shell, Inc.",2021,265000.0
The Pew Charitable Trusts,2011,395000.0
The Philanthropy Roundtable,2013,32500.0
The Phoenix Sciences Group Llc,2017,65000.0
"The Plateau Group, Inc.",2023,75000.0
The Praxis Project Inc.,2025,85000.0
"The Proton Therapy Center, Llc",2014,562500.0
The Public Building Authority Of The Sevierville Events Center,2011,60000.0
The Recording Academy,2014,20000.0
The Register,2020,42500.0
The Rmr Group Llc,2023,180000.0
"The Schwartzberg Companies Of New York, Inc. D/B/A The Schwartzberg Companies",2016,40000.0
The Small Businesses Of Fantasy Sports Trade Association,2016,20000.0
"The Smart Solutions Group, Inc.",2016,67500.0
The Sweet Addiction,2025,10000.0
The Trevor Project Inc.,2022,40000.0
The United Company,2019,520000.0
The Us Oncology Network,2024,245000.0
The Washington Center,2019,332500.0
The Weston A. Price Foundation (Wapf),2022,82500.0
The Women'S Advocacy Center,2025,20000.0
Thentia,2023,22500.0
Theranos,2015,55000.0
Think Tennessee,2018,347500.0
Thistle Farms,2023,110000.0
Thomas Hayes & Associates Llc,2014,32500.0
Thomas Land And Development Llc,2015,87500.0
Thrive Skilled Pediatric Care,2019,237500.0
"Ticket Software Llc Dba Ticketnetwork, Inc.",2011,512500.0
Tiktok Inc.,2023,212500.0
Tiktok Inc. Us,2022,107500.0
"Timothy D. Padgett, P.A.",2023,65000.0
Tirrc Votes,2019,310000.0
Titan Partners Llc,2020,22500.0
Title Loan Association Of Tennessee,2011,700000.0
"Tivoli Theatre Foundation, Inc.",2023,180000.0
"Tle Enterprises, Llc.",2025,32500.0
Tlpca,2021,115000.0
Tmba,2016,142500.0
Tme Properties,2018,20000.0
Tn Academy Of Nutrition And Dietetics,2016,357500.0
Tn Action 24/7,2020,447500.0
Tn Afterschool Network/United Ways Of Tn,2020,100000.0
Tn Alliance For Children And Families,2022,70000.0
Tn Assn. For Children'S Early Education,2017,100000.0
Tn Association Of Pastoral Therapists,2016,20000.0
Tn Chapter Of Children'S Advocacy Centers,2016,365000.0
"Tn Chapter, International Carwash Association",2019,90000.0
Tn Counseling Assn.,2017,32500.0
Tn Development District Assn,2022,277500.0
Tn Paddlesports Association,2019,255000.0
Tn Restaurants Pac,2022,32500.0
Tn Skyline Llc,2025,90000.0
Tn Society Of Laser Medicine And Surgery,2014,162500.0
Tn State Trooper Assn,2012,140000.0
Tn Vets For Medical Cannabis,2018,40000.0
Tn Voices,2024,107500.0
Tnachieves,2022,190000.0
Tobacco-Free Kids Action Fund,2022,40000.0
Tonkon Torp Llp,2015,32500.0
Tootsies Entertainment Llc,2023,175000.0
Total Systems Services,2019,45000.0
Total Wine & More,2016,1450000.0
Town Of Farragut,2015,82500.0
Town Of Smyrna,2018,22500.0
"Tracfone Wireless C/O Floridian Partners, Llc",2011,117500.0
"Track Group, Inc.",2021,100000.0
Trajector Medical,2025,10000.0
Trane Technologies Company Llc,2021,382500.0
Transfrvr Inc.,2022,30000.0
"Transparentbusiness, Inc.",2019,20000.0
Transunion,2015,10000.0
Travel Tech: The Travel Technology Association.,2012,312500.0
Treatment Advocacy Center,2019,50000.0
Treehouse Grove Llc,2022,32500.0
Tremco Cpg Inc.,2024,107500.0
Tri Elite Holdings Llc,2017,107500.0
Tri-Cities Airport Authority,2017,65000.0
Tri-Cities Holdings Llc,2013,20000.0
Tri-Star Management Llc,2016,30000.0
"Trilogy Integrated Resources, Llc",2015,312500.0
Trinity Business Group Llc,2022,212500.0
"Trinity Highway Products, Llc",2016,90000.0
Triton Management Services Llc,2014,1032500.0
Truecore Behavioral Solutions Llc,2018,117500.0
Trunorth Public Policy,2024,40000.0
Trusted Solutions,2022,70000.0
Truven Health Analytics,2013,87500.0
Tslms,2013,1325000.0
Tsop,2016,175000.0
"Tune, Entrekin & White",2012,45000.0
"Turbo Technology, Inc. (Dba Zebra, Inc)",2020,32500.0
Turning Point Brands,2016,212500.0
Turo,2019,287500.0
Tusk Philanthropies,2024,30000.0
"Tutored By Teachers, Inc.",2025,32500.0
"Twenty Labs, Llc",2021,140000.0
"Twin K Construction, Inc.",2021,667500.0
"Tyler Technologies, Inc.",2025,10000.0
U.S. Chamber Of Commerce,2013,1340000.0
U.S. Green Building Council Middle Tn,2011,20000.0
U.S. Hemp Roundtable,2025,20000.0
U.S. Tire Manufacturers Association,2022,20000.0
Uber,2014,1202500.0
Ukg,2020,42500.0
Ultragenyx Pharmaceutical Inc.,2022,147500.0
"Underdog Sports Holdings, Inc. D/B/A Underdog Fantasy",2025,22500.0
"Unico Technology, Llc",2017,32500.0
"Unite Usa Inc (""Unite Us"")",2022,347500.0
United Campus Workers,2018,42500.0
United Chiropractic Llc,2018,10000.0
United Data Technologies,2025,65000.0
"United Naturals, Inc.",2015,22500.0
United Way Of Greater Chattanooga,2024,127500.0
Unity Financial Life Insurance Company,2012,20000.0
"Universal Electronics, Inc.",2011,10000.0
University Of Memphis,2023,130000.0
University Of Memphis Foundation,2015,577500.0
University Of The South,2017,32500.0
University Support Services Llc,2018,52500.0
Univita Health Inc.,2013,20000.0
Uptown Property Holdings Llc,2016,437500.0
"Upwards Care, Inc.",2025,10000.0
Urban Sdk,2022,42500.0
Urban Story Ventures,2020,960000.0
Us Amusements & Novelites,2021,20000.0
Us Justice Action Network,2017,52500.0
Us Nitrogen Llc,2011,562500.0
Us Term Limits,2016,450000.0
