company_name,filing_period_raw,filing_period_display,end_year,lobbyist_compensation,lobbying_related_expenses,total
Tn Recreation & Parks Association,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2016-01-01-2016-06-30,Jan–Jun 2016,2016,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2015-01-01-2015-06-30,Jan–Jun 2015,2015,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2014-01-01-2014-06-30,Jan–Jun 2014,2014,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2013-07-01-2013-12-31,Jul–Dec 2013,2013,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2013-01-01-2013-06-30,Jan–Jun 2013,2013,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2012-01-01-2012-06-30,Jan–Jun 2012,2012,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2011-04-01-2011-12-31,Apr–Dec 2011,2011,5000.0,5000.0,10000.0
Tn Recreation & Parks Association,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
Tn Restaurants Pac,2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
Tn Restaurants Pac,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Tn Retired Teachers Assn.,2025-01-01-2025-06-30,Jan–Jun 2025,2025,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2024-01-01-2024-06-30,Jan–Jun 2024,2024,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2023-07-01-2023-12-31,Jul–Dec 2023,2023,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2023-01-01-2023-06-30,Jan–Jun 2023,2023,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2022-01-01-2022-06-30,Jan–Jun 2022,2022,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2021-01-01-2021-06-30,Jan–Jun 2021,2021,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2020-07-01-2020-12-31,Jul–Dec 2020,2020,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2020-01-01-2020-06-30,Jan–Jun 2020,2020,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2019-07-01-2019-12-31,Jul–Dec 2019,2019,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2019-01-01-2019-06-30,Jan–Jun 2019,2019,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2018-07-01-2018-12-31,Jul–Dec 2018,2018,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2018-01-01-2018-06-30,Jan–Jun 2018,2018,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2017-07-01-2017-12-31,Jul–Dec 2017,2017,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2017-01-01-2017-06-30,Jan–Jun 2017,2017,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2016-01-01-2016-06-30,Jan–Jun 2016,2016,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2015-01-01-2015-06-30,Jan–Jun 2015,2015,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2014-01-01-2014-06-30,Jan–Jun 2014,2014,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2013-07-01-2013-12-31,Jul–Dec 2013,2013,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2013-01-01-2013-06-30,Jan–Jun 2013,2013,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2012-01-01-2012-06-30,Jan–Jun 2012,2012,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2011-04-01-2011-12-31,Apr–Dec 2011,2011,5000.0,5000.0,10000.0
Tn Retired Teachers Assn.,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
Tn Right To Life,2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
Tn Right To Life,2025-01-01-2025-06-30,Jan–Jun 2025,2025,5000.0,5000.0,10000.0
Tn Right To Life,2024-07-01-2024-12-31,Jul–Dec 2024,2024,17500.0,5000.0,22500.0
Tn Right To Life,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Tn Right To Life,2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
Tn Right To Life,2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
Tn Right To Life,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
Tn Right To Life,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Tn Right To Life,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
Tn Right To Life,2021-01-01-2021-06-30,Jan–Jun 2021,2021,37500.0,5000.0,42500.0
Tn Right To Life,2020-07-01-2020-12-31,Jul–Dec 2020,2020,17500.0,5000.0,22500.0
Tn Right To Life,2020-01-01-2020-06-30,Jan–Jun 2020,2020,37500.0,5000.0,42500.0
Tn Right To Life,2019-07-01-2019-12-31,Jul–Dec 2019,2019,37500.0,5000.0,42500.0
Tn Right To Life,2019-01-01-2019-06-30,Jan–Jun 2019,2019,37500.0,5000.0,42500.0
Tn Right To Life,2018-07-01-2018-12-31,Jul–Dec 2018,2018,37500.0,5000.0,42500.0
Tn Right To Life,2018-01-01-2018-06-30,Jan–Jun 2018,2018,37500.0,5000.0,42500.0
Tn Right To Life,2017-07-01-2017-12-31,Jul–Dec 2017,2017,17500.0,5000.0,22500.0
Tn Right To Life,2017-01-01-2017-06-30,Jan–Jun 2017,2017,5000.0,17500.0,22500.0
Tn Right To Life,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Tn Right To Life,2016-01-01-2016-06-30,Jan–Jun 2016,2016,5000.0,5000.0,10000.0
Tn Right To Life,2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
Tn Right To Life,2015-01-01-2015-06-30,Jan–Jun 2015,2015,5000.0,5000.0,10000.0
Tn Right To Life,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
Tn Right To Life,2014-01-01-2014-06-30,Jan–Jun 2014,2014,5000.0,5000.0,10000.0
Tn Right To Life,2013-07-01-2013-12-31,Jul–Dec 2013,2013,5000.0,5000.0,10000.0
Tn Right To Life,2013-01-01-2013-06-30,Jan–Jun 2013,2013,5000.0,5000.0,10000.0
Tn Right To Life,2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,5000.0,10000.0
Tn Right To Life,2012-01-01-2012-06-30,Jan–Jun 2012,2012,5000.0,5000.0,10000.0
Tn Right To Life,2011-04-01-2011-12-31,Apr–Dec 2011,2011,5000.0,5000.0,10000.0
Tn Right To Life,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
Tn Risk Management Trust,2025-07-01-2025-12-31,Jul–Dec 2025,2025,37500.0,5000.0,42500.0
Tn Risk Management Trust,2025-01-01-2025-06-30,Jan–Jun 2025,2025,17500.0,5000.0,22500.0
Tn Risk Management Trust,2024-07-01-2024-12-31,Jul–Dec 2024,2024,17500.0,5000.0,22500.0
Tn Risk Management Trust,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Tn Risk Management Trust,2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
Tn Risk Management Trust,2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
Tn Risk Management Trust,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
Tn Risk Management Trust,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Tn Risk Management Trust,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
Tn Risk Management Trust,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
Tn Risk Management Trust,2020-07-01-2020-12-31,Jul–Dec 2020,2020,5000.0,5000.0,10000.0
Tn Risk Management Trust,2020-01-01-2020-06-30,Jan–Jun 2020,2020,17500.0,5000.0,22500.0
Tn Risk Management Trust,2019-07-01-2019-12-31,Jul–Dec 2019,2019,5000.0,5000.0,10000.0
Tn Risk Management Trust,2019-01-01-2019-06-30,Jan–Jun 2019,2019,5000.0,5000.0,10000.0
Tn Risk Management Trust,2018-07-01-2018-12-31,Jul–Dec 2018,2018,5000.0,5000.0,10000.0
Tn Risk Management Trust,2018-01-01-2018-06-30,Jan–Jun 2018,2018,5000.0,5000.0,10000.0
Tn Risk Management Trust,2017-07-01-2017-12-31,Jul–Dec 2017,2017,5000.0,5000.0,10000.0
Tn Risk Management Trust,2017-01-01-2017-06-30,Jan–Jun 2017,2017,5000.0,5000.0,10000.0
Tn Risk Management Trust,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Tn Risk Management Trust,2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
Tn Risk Management Trust,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
Tn Risk Management Trust,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
Tn Risk Management Trust,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
Tn Risk Management Trust,2014-01-01-2014-06-30,Jan–Jun 2014,2014,5000.0,5000.0,10000.0
Tn Risk Management Trust,2013-07-01-2013-12-31,Jul–Dec 2013,2013,17500.0,5000.0,22500.0
Tn Risk Management Trust,2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
Tn Risk Management Trust,2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,5000.0,10000.0
Tn Risk Management Trust,2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
Tn Risk Management Trust,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
Tn Scrap Recyclers Assn.,2025-07-01-2025-12-31,Jul–Dec 2025,2025,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2025-01-01-2025-06-30,Jan–Jun 2025,2025,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2024-07-01-2024-12-31,Jul–Dec 2024,2024,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
Tn Scrap Recyclers Assn.,2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2021-07-01-2021-12-31,Jul–Dec 2021,2021,37500.0,5000.0,42500.0
Tn Scrap Recyclers Assn.,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2020-07-01-2020-12-31,Jul–Dec 2020,2020,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2020-01-01-2020-06-30,Jan–Jun 2020,2020,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2019-07-01-2019-12-31,Jul–Dec 2019,2019,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2019-01-01-2019-06-30,Jan–Jun 2019,2019,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2018-07-01-2018-12-31,Jul–Dec 2018,2018,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2017-07-01-2017-12-31,Jul–Dec 2017,2017,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2017-01-01-2017-06-30,Jan–Jun 2017,2017,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2016-07-01-2016-12-31,Jul–Dec 2016,2016,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2014-07-01-2014-12-31,Jul–Dec 2014,2014,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2014-01-01-2014-06-30,Jan–Jun 2014,2014,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2013-07-01-2013-12-31,Jul–Dec 2013,2013,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2012-07-01-2012-12-31,Jul–Dec 2012,2012,37500.0,5000.0,42500.0
Tn Scrap Recyclers Assn.,2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2011-04-01-2011-12-31,Apr–Dec 2011,2011,17500.0,5000.0,22500.0
Tn Scrap Recyclers Assn.,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
"Tn Sheriffs' Assn., Inc.",2025-07-01-2025-12-31,Jul–Dec 2025,2025,75000.0,5000.0,80000.0
"Tn Sheriffs' Assn., Inc.",2025-01-01-2025-06-30,Jan–Jun 2025,2025,37500.0,5000.0,42500.0
"Tn Sheriffs' Assn., Inc.",2024-07-01-2024-12-31,Jul–Dec 2024,2024,37500.0,5000.0,42500.0
"Tn Sheriffs' Assn., Inc.",2024-01-01-2024-06-30,Jan–Jun 2024,2024,37500.0,5000.0,42500.0
"Tn Sheriffs' Assn., Inc.",2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
"Tn Sheriffs' Assn., Inc.",2023-01-01-2023-06-30,Jan–Jun 2023,2023,75000.0,5000.0,80000.0
"Tn Sheriffs' Assn., Inc.",2022-07-01-2022-12-31,Jul–Dec 2022,2022,37500.0,5000.0,42500.0
"Tn Sheriffs' Assn., Inc.",2022-01-01-2022-06-30,Jan–Jun 2022,2022,37500.0,5000.0,42500.0
"Tn Sheriffs' Assn., Inc.",2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
"Tn Sheriffs' Assn., Inc.",2021-01-01-2021-06-30,Jan–Jun 2021,2021,5000.0,5000.0,10000.0
"Tn Sheriffs' Assn., Inc.",2020-07-01-2020-12-31,Jul–Dec 2020,2020,75000.0,5000.0,80000.0
"Tn Sheriffs' Assn., Inc.",2020-01-01-2020-06-30,Jan–Jun 2020,2020,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2019-07-01-2019-12-31,Jul–Dec 2019,2019,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2019-01-01-2019-06-30,Jan–Jun 2019,2019,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2018-07-01-2018-12-31,Jul–Dec 2018,2018,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2017-07-01-2017-12-31,Jul–Dec 2017,2017,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2017-01-01-2017-06-30,Jan–Jun 2017,2017,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2016-07-01-2016-12-31,Jul–Dec 2016,2016,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2014-07-01-2014-12-31,Jul–Dec 2014,2014,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2014-01-01-2014-06-30,Jan–Jun 2014,2014,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2013-07-01-2013-12-31,Jul–Dec 2013,2013,5000.0,5000.0,10000.0
"Tn Sheriffs' Assn., Inc.",2013-01-01-2013-06-30,Jan–Jun 2013,2013,5000.0,5000.0,10000.0
"Tn Sheriffs' Assn., Inc.",2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,17500.0,22500.0
"Tn Sheriffs' Assn., Inc.",2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2011-04-01-2011-12-31,Apr–Dec 2011,2011,17500.0,5000.0,22500.0
"Tn Sheriffs' Assn., Inc.",2010-10-01-2011-03-31,Oct–Mar 2011,2011,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2025-07-01-2025-12-31,Jul–Dec 2025,2025,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2025-01-01-2025-06-30,Jan–Jun 2025,2025,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2024-07-01-2024-12-31,Jul–Dec 2024,2024,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
Tn Short Line Rr Alliance,2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2022-07-01-2022-12-31,Jul–Dec 2022,2022,37500.0,5000.0,42500.0
Tn Short Line Rr Alliance,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2020-07-01-2020-12-31,Jul–Dec 2020,2020,37500.0,5000.0,42500.0
Tn Short Line Rr Alliance,2020-01-01-2020-06-30,Jan–Jun 2020,2020,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2019-07-01-2019-12-31,Jul–Dec 2019,2019,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2019-01-01-2019-06-30,Jan–Jun 2019,2019,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2018-07-01-2018-12-31,Jul–Dec 2018,2018,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2017-07-01-2017-12-31,Jul–Dec 2017,2017,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2017-01-01-2017-06-30,Jan–Jun 2017,2017,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2016-07-01-2016-12-31,Jul–Dec 2016,2016,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2014-07-01-2014-12-31,Jul–Dec 2014,2014,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2014-01-01-2014-06-30,Jan–Jun 2014,2014,37500.0,5000.0,42500.0
Tn Short Line Rr Alliance,2013-07-01-2013-12-31,Jul–Dec 2013,2013,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2012-07-01-2012-12-31,Jul–Dec 2012,2012,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2011-04-01-2011-12-31,Apr–Dec 2011,2011,17500.0,5000.0,22500.0
Tn Short Line Rr Alliance,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
Tn Skyline Llc,2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
Tn Skyline Llc,2025-01-01-2025-06-30,Jan–Jun 2025,2025,75000.0,5000.0,80000.0
Tn Society For Respiratory Care,2019-07-01-2019-12-31,Jul–Dec 2019,2019,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2019-01-01-2019-06-30,Jan–Jun 2019,2019,5000.0,5000.0,10000.0
Tn Society For Respiratory Care,2018-07-01-2018-12-31,Jul–Dec 2018,2018,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2017-07-01-2017-12-31,Jul–Dec 2017,2017,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2017-01-01-2017-06-30,Jan–Jun 2017,2017,5000.0,5000.0,10000.0
Tn Society For Respiratory Care,2016-07-01-2016-12-31,Jul–Dec 2016,2016,37500.0,5000.0,42500.0
Tn Society For Respiratory Care,2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2014-07-01-2014-12-31,Jul–Dec 2014,2014,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2014-01-01-2014-06-30,Jan–Jun 2014,2014,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2013-07-01-2013-12-31,Jul–Dec 2013,2013,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2012-07-01-2012-12-31,Jul–Dec 2012,2012,17500.0,5000.0,22500.0
Tn Society For Respiratory Care,2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,17500.0,35000.0
Tn Society For Respiratory Care,2011-04-01-2011-12-31,Apr–Dec 2011,2011,5000.0,5000.0,10000.0
Tn Society For Respiratory Care,2010-10-01-2011-03-31,Oct–Mar 2011,2011,17500.0,5000.0,22500.0
Tn Society Of Laser Medicine And Surgery,2016-07-01-2016-12-31,Jul–Dec 2016,2016,17500.0,5000.0,22500.0
Tn Society Of Laser Medicine And Surgery,2016-01-01-2016-06-30,Jan–Jun 2016,2016,37500.0,5000.0,42500.0
Tn Society Of Laser Medicine And Surgery,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
Tn Society Of Laser Medicine And Surgery,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
Tn Society Of Laser Medicine And Surgery,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
Tn Society Of Laser Medicine And Surgery,2014-01-01-2014-06-30,Jan–Jun 2014,2014,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
Tn Society Of Professional Engineers,2025-01-01-2025-06-30,Jan–Jun 2025,2025,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2024-07-01-2024-12-31,Jul–Dec 2024,2024,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2024-01-01-2024-06-30,Jan–Jun 2024,2024,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2023-07-01-2023-12-31,Jul–Dec 2023,2023,5000.0,5000.0,10000.0
Tn Society Of Professional Engineers,2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
Tn Society Of Professional Engineers,2022-07-01-2022-12-31,Jul–Dec 2022,2022,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2022-01-01-2022-06-30,Jan–Jun 2022,2022,75000.0,5000.0,80000.0
Tn Society Of Professional Engineers,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
Tn Society Of Professional Engineers,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
Tn Society Of Professional Engineers,2020-07-01-2020-12-31,Jul–Dec 2020,2020,17500.0,5000.0,22500.0
Tn Society Of Professional Engineers,2020-01-01-2020-06-30,Jan–Jun 2020,2020,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2019-07-01-2019-12-31,Jul–Dec 2019,2019,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2019-01-01-2019-06-30,Jan–Jun 2019,2019,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2018-07-01-2018-12-31,Jul–Dec 2018,2018,5000.0,5000.0,10000.0
Tn Society Of Professional Engineers,2018-01-01-2018-06-30,Jan–Jun 2018,2018,75000.0,5000.0,80000.0
Tn Society Of Professional Engineers,2017-07-01-2017-12-31,Jul–Dec 2017,2017,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2017-01-01-2017-06-30,Jan–Jun 2017,2017,37500.0,5000.0,42500.0
Tn Society Of Professional Engineers,2016-07-01-2016-12-31,Jul–Dec 2016,2016,17500.0,5000.0,22500.0
Tn Society Of Professional Engineers,2016-01-01-2016-06-30,Jan–Jun 2016,2016,5000.0,5000.0,10000.0
Tn Society Of Professional Engineers,2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
Tn Society Of Professional Engineers,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
Tn Society Of Professional Engineers,2014-07-01-2014-12-31,Jul–Dec 2014,2014,17500.0,5000.0,22500.0
