spender_name,original_spender_name,politician_display,politician_key,amount,year,support_or_oppose,expense_date
Tennessee Federation For Children,Tennessee Federation For Children Pac,David Shepard (Democrat of Dickson),"Shepard, David",411.48,2014,Oppose,2014-10-30
Tennessee Federation For Children,Tennessee Federation For Children Pac,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",695.76,2014,Oppose,2014-10-30
Tennessee Federation For Children,Tennessee Federation For Children Pac,Robert F. Dunham (Republican of Sparta),"Dunham, Robert F.",409.68,2014,Support,2014-10-30
Tennessee Federation For Children,Tennessee Federation For Children Pac,David Shepard (Democrat of Dickson),"Shepard, David",384.24,2014,Oppose,2014-10-30
Tennessee Federation For Children,Tennessee Federation For Children Pac,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",178.56,2014,Oppose,2014-11-10
Tennessee Federation For Children,Tennessee Federation For Children Pac,W. Kevin Dunlap (Democrat of Rock Island),"Dunlap, W. Kevin",444.48,2014,Oppose,2014-11-10
Tennessee Federation For Children,Tennessee Federation For Children Pac,David Shepard (Democrat of Dickson),"Shepard, David",788.76,2014,Oppose,2014-11-10
Tennessee Federation For Children,Tennessee Federation For Children Pac,Robert F. Dunham (Republican of Sparta),"Dunham, Robert F.",428.16,2014,Support,2014-11-10
Tennessee Federation For Children,Tennessee Federation For Children Pac,Michael G. Curcio (Republican of Dickson),"Curcio, Michael G.",6857.5,2014,Support,2014-11-20
Tennessee Federation For Children,Tennessee Federation For Children Pac,Michael G. Curcio (Republican of Dickson),"Curcio, Michael G.",3324.0,2014,Support,2014-12-16
Tennessee Federation For Children,Tennessee Federation For Children Pac,Steve Hall (Republican of Knoxville),"Hall, Steve",4296.0,2014,Support,2014-07-30
Tennessee Federation For Children,Tennessee Federation For Children Pac,John Ragan (Republican of Oak Ridge),"Ragan, John",637.65,2014,Support,2014-08-05
Tennessee Federation For Children,Tennessee Federation For Children Pac,Dennis (Coach) Roach (Republican of Rutledge),"Roach, Dennis (Coach)",163.38,2014,Oppose,2014-09-09
Tennessee Federation For Children,Tennessee Federation For Children Pac,Jerry Sexton (Republican of Bean Station),"Sexton, Jerry",251.26,2014,Support,2014-09-09
