spender_name,original_spender_name,politician_display,politician_key,amount,year,support_or_oppose,expense_date
Mother Funders Pac,Mother Funders Pac,Jerri (2026 Governor Campaign) Green (Democrat of Memphis),"Green, Jerri (2026 Governor Campaign)",400.0,2025,Support,2025-08-11
Nashville Justice League,Nashville Justice League,Charlane Oliver (Democrat of Nashville),"Oliver, Charlane",2568.38,2022,Support,2022-10-03
Nashville Justice League,Nashville Justice League,Charlane Oliver (Democrat of Nashville),"Oliver, Charlane",14197.44,2022,Support,2022-07-27
Nashville Justice League,Nashville Justice League,Charlane Oliver (Democrat of Nashville),"Oliver, Charlane",2050.0,2022,Support,2022-08-03
Nashville Justice League,Nashville Justice League,Charlane Oliver (Democrat of Nashville),"Oliver, Charlane",900.0,2022,Support,2022-08-05
Nashville Justice League,Nashville Justice League,Charlane Oliver (Democrat of Nashville),"Oliver, Charlane",102.54,2022,Support,2022-08-12
Nashville Justice League,Nashville Justice League,Charlane Oliver (Democrat of Nashville),"Oliver, Charlane",100.94,2022,Support,2022-08-09
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Becky Massey (Republican of Knoxville),"Massey, Becky",29.96,2024,Support,2024-07-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Patsy Hazlewood (Republican of Signal Mountain),"Hazlewood, Patsy",35.03,2024,Support,2024-07-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Chris Todd (Republican of Jackson),"Todd, Chris",37.14,2024,Support,2024-07-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Ferrell Haile (Republican of Gallatin),"Haile, Ferrell",60.35,2024,Support,2024-07-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Chris Todd (Republican of Jackson),"Todd, Chris",70.9,2024,Support,2024-07-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Ken Yager (Republican of Kingston),"Yager, Ken",116.05,2024,Support,2024-07-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Shane Reeves (Republican of Murfreesboro),"Reeves, Shane",2.28,2018,Support,2018-03-16
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Shane Reeves (Republican of Milton),"Reeves, Shane",2.28,2018,Support,2018-03-16
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Martin Daniel (Republican of Knoxville),"Daniel, Martin",17.36,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Brent Moody (Republican of Nashville),"Moody, Brent",17.36,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Robin Smith (Republican of Hixson),"Smith, Robin",20.47,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Scott McCormick (Republican of Cordova),"McCormick, Scott",21.36,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Tom Leatherwood (Republican of Arlington),"Leatherwood, Tom",22.25,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,James Coley (Republican of Bartlett),"Coley, James",26.7,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Eddie Smith (Republican of Knoxville),"Smith, Eddie",31.6,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Tommy Vallejos (Republican of Clarksville),"Vallejos, Tommy",33.82,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Brian Kelsey (Republican of Memphis),"Kelsey, Brian",49.4,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Brian Kelsey (Republican of Germantown),"Kelsey, Brian",49.4,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Mark Pody (Republican of Lebanon),"Pody, Mark",119.26,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Kerry Roberts (Republican of Springfield),"Roberts, Kerry",125.03,2018,Support,2018-10-08
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Chris Todd (Republican of Jackson),"Todd, Chris",280.13,2018,Support,2018-10-12
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Jay Reedy (Republican of Erin),"Reedy, Jay",19.8,2016,Support,2016-07-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Charles Sargent (Republican of Franklin),"Sargent,  Charles",37.35,2016,Support,2016-07-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Jimmy Eldridge (Republican of Jackson),"Eldridge, Jimmy",48.6,2016,Support,2016-07-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Curtis Halford (Republican of Dyer),"Halford, Curtis",52.1,2016,Support,2016-07-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Mark Green (Republican of Ashland City),"Green, Mark",81.45,2016,Support,2016-07-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",86.85,2016,Support,2016-07-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Steven Dickerson (Republican of Nashville),"Dickerson, Steven",99.45,2016,Support,2016-07-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Dolores Gresham (Republican of Somerville),"Gresham, Dolores",194.4,2016,Support,2016-07-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Martin Daniel (Republican of Knoxville),"Daniel, Martin",22.05,2016,Support,2016-07-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Jason Zachary (Republican of Knoxville),"Zachary, Jason",16.28,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Jay Reedy (Republican of Erin),"Reedy, Jay",19.36,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Glen Casada (Republican of Franklin),"Casada, Glen",20.24,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Glen Casada (Republican of Thompsons Station),"Casada, Glen",20.24,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Glen Casada (Republican of College Grove),"Casada, Glen",20.24,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Sam Whitson (Republican of Franklin),"Whitson, Sam",21.56,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Martin Daniel (Republican of Knoxville),"Daniel, Martin",22.44,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Jason Powell (Democrat of Nashville),"Powell, Jason",22.44,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Beth Harwell (Republican of Nashville),"Harwell, Beth",22.88,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,William Nathan Massey (Republican of Whites Creek),"Massey,  William Nathan",23.76,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",25.96,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Jimmy Matlock (Republican of Lenoir City),"Matlock, Jimmy",27.72,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Michael G. Curcio (Republican of Dickson),"Curcio, Michael G.",34.32,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,William Lamberth (Republican of Portland),"Lamberth, William",37.84,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,William Lamberth (Republican of Hendersonville),"Lamberth, William",37.84,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Eddie Smith (Republican of Knoxville),"Smith, Eddie",39.6,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Thomas R. Tillis (Republican of Lewisburg),"Tillis, Thomas R.",42.24,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,W. Kevin Dunlap (Democrat of Rock Island),"Dunlap, W. Kevin",45.76,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Barry Doss (Republican of Leoma),"Doss, Barry",46.2,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Barry Doss (Republican of Lawrenceburg),"Doss, Barry",46.2,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,David Alexander (Republican of Winchester),"Alexander, David",53.68,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Ron Gant (Republican of Rossville),"Gant, Ron",59.84,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Ron Gant (Republican of Piperton),"Gant, Ron",59.84,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Todd Gardenhire (Republican of Chattanooga),"Gardenhire, Todd",75.68,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Mark Green (Republican of Ashland City),"Green, Mark",85.8,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Jim Tracy (Republican of Murfreesboro),"Tracy, Jim",96.8,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Jim Tracy (Republican of Nashville),"Tracy, Jim",96.8,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Joey Hensley (Republican of Hohenwald),"Hensley, Joey",121.0,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business Tennessee Pac,Joey Hensley (Republican of Columbia),"Hensley, Joey",121.0,2016,Support,2016-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Eddie Smith (Republican of Knoxville),"Smith, Eddie",3449.0,2014,Support,2014-10-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Troy Brewer (Republican of Nashville),"Brewer, Troy",3449.0,2014,Support,2014-10-22
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Dennis Powers (Republican of Jacksboro),"Powers, Dennis",25.2,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Terri Lynn Weaver (Republican of Lancaster),"Weaver, Terri Lynn",42.12,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Terri Lynn Weaver (Republican of Gordonsville),"Weaver, Terri Lynn",42.12,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Mark Pody (Republican of Lebanon),"Pody, Mark",33.48,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Bryan Terry (Republican of Murfreesboro),"Terry, Bryan",11.16,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Beth Harwell (Republican of Nashville),"Harwell, Beth",23.76,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Susan Lynn (Republican of Old Hickory),"Lynn, Susan",23.04,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Susan Lynn (Republican of Mount Juliet),"Lynn, Susan",23.04,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Susan Lynn (Republican of Lebanon),"Lynn, Susan",23.04,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Sheila Butt (Republican of Columbia),"Butt, Sheila",29.16,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Jimmy Eldridge (Republican of Jackson),"Eldridge, Jimmy",38.88,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Timothy Wirgau (Republican of Paris),"Wirgau, Timothy",23.04,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Andrew Holt (Republican of Dresden),"Holt, Andrew",63.36,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Mary Littleton (Republican of Dickson),"Littleton, Mary",39.6,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Mary Littleton (Republican of White Bluff),"Littleton, Mary",39.6,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Curtis Halford (Republican of Dyer),"Halford, Curtis",48.24,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Stephen McManus (Republican of Cordova),"McManus, Stephen",23.04,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Stephen McManus (Republican of Arcadia),"McManus, Stephen",23.04,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Stephen McManus (Republican of Collierville),"McManus, Stephen",23.04,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Eddie Smith (Republican of Knoxville),"Smith, Eddie",39.6,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Troy Brewer (Republican of Nashville),"Brewer, Troy",18.72,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Paul Bailey (Republican of Cookeville),"Bailey, Paul",138.6,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Paul Bailey (Republican of Sparta),"Bailey, Paul",138.6,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Kerry Roberts (Republican of Springfield),"Roberts, Kerry",104.76,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Ed Jackson (Republican of Jackson),"Jackson, Ed",130.32,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Cameron Sexton (Republican of Nashville),"Sexton, Cameron",29.16,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Cameron Sexton (Republican of Crossville),"Sexton, Cameron",29.16,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Kent Calfee (Republican of Kingston),"Calfee, Kent",18.72,2014,Support,2014-10-17
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Timothy Wirgau (Republican of Paris),"Wirgau, Timothy",1750.0,2012,Support,2012-10-12
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Charles Williamson (Republican of Goodlettsville),"Williamson, Charles",1860.0,2012,Support,2012-10-12
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Charles Williamson (Republican of Old Hickory),"Williamson, Charles",1860.0,2012,Support,2012-10-12
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Jim Gotto (Republican of Hermitage),"Gotto, Jim",1860.0,2012,Support,2012-10-12
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Janice Bowling (Republican of Tullahoma),"Bowling, Janice",3018.0,2012,Support,2012-10-12
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Mark E. Green (Republican of Ashland City),"Green, Mark E.",3590.0,2012,Support,2012-10-12
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Debra Moody (Republican of Covington),"Moody, Debra",20.06,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Janice Bowling (Republican of Tullahoma),"Bowling, Janice",91.8,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Steven Dickerson (Republican of Nashville),"Dickerson, Steven",94.18,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Mark E. Green (Republican of Ashland City),"Green, Mark E.",106.08,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Kelly Keisling (Republican of Byrdstown),"Keisling, Kelly",37.74,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,David Alexander (Republican of Winchester),"Alexander, David",24.48,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Jim Gotto (Republican of Hermitage),"Gotto, Jim",37.4,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Cameron Sexton (Republican of Nashville),"Sexton, Cameron",23.8,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Cameron Sexton (Republican of Crossville),"Sexton, Cameron",23.8,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Gary Loe (Republican of Knoxville),"Loe, Gary",34.68,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Courtney L. Rogers (Republican of Goodlettsville),"Rogers, Courtney L.",18.7,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Courtney L. Rogers (Republican of Hendersonville),"Rogers, Courtney L.",18.7,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Todd Gardenhire (Republican of Chattanooga),"Gardenhire, Todd",76.5,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Joey Hensley (Republican of Hohenwald),"Hensley, Joey",134.64,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Joey Hensley (Republican of Columbia),"Hensley, Joey",134.64,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Sheila Butt (Republican of Columbia),"Butt, Sheila",26.18,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Craig Fitzhugh (Democrat of Ripley),"Fitzhugh, Craig",28.9,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Becky Massey (Republican of Knoxville),"Massey, Becky",65.96,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,John Ragan (Republican of Oak Ridge),"Ragan, John",21.42,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,John Stevens (Republican of Huntingdon),"Stevens, John",121.38,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Dawn White (Republican of Murfreesboro),"White, Dawn",29.24,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Ryan Williams (Republican of Cookeville),"Williams, Ryan",39.1,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Charles Curtiss (Democrat of Sparta),"Curtiss, Charles",31.28,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Judd Matheny (Republican of Tullahoma),"Matheny, Judd",34.34,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Barry Doss (Republican of Leoma),"Doss, Barry",49.3,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Barry Doss (Republican of Lawrenceburg),"Doss, Barry",49.3,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Andrew Holt (Republican of Dresden),"Holt, Andrew",35.36,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Rick Womick (Republican of Rockvale),"Womick, Rick",20.06,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Dennis Powers (Republican of Jacksboro),"Powers, Dennis",0.34,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,William Lamberth (Republican of Portland),"Lamberth, William",30.6,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,William Lamberth (Republican of Hendersonville),"Lamberth, William",30.6,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Ben Claybaker (Republican of Brentwood),"Claybaker, Ben",21.08,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Charles Williamson (Republican of Goodlettsville),"Williamson, Charles",15.3,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Charles Williamson (Republican of Old Hickory),"Williamson, Charles",15.3,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Timothy Wirgau (Republican of Paris),"Wirgau, Timothy",27.88,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Terri Lynn Weaver (Republican of Lancaster),"Weaver, Terri Lynn",30.6,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Terri Lynn Weaver (Republican of Gordonsville),"Weaver, Terri Lynn",30.6,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Bill Sanderson (Republican of Kenton),"Sanderson, Bill",36.38,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Jimmy Eldridge (Republican of Jackson),"Eldridge, Jimmy",24.48,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Dolores Gresham (Republican of Somerville),"Gresham, Dolores",140.08,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Jimmy Matlock (Republican of Lenoir City),"Matlock, Jimmy",0.34,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Gerald McCormick (Republican of Chattanooga),"McCormick, Gerald",17.0,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Gerald McCormick (Republican of Nashville),"McCormick, Gerald",17.0,2012,Support,2012-10-05
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Joshua Evans (Republican of Greenbrier),"Evans, Joshua",112.5,2012,Support,2012-07-13
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Joshua Evans (Republican of Springfield),"Evans, Joshua",112.5,2012,Support,2012-07-13
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Mark Norris (Republican of Germantown),"Norris, Mark",112.5,2012,Support,2012-07-13
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Mark Norris (Republican of Collierville),"Norris, Mark",112.5,2012,Support,2012-07-13
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Joey Hensley (Republican of Hohenwald),"Hensley, Joey",175.05,2012,Support,2012-07-13
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Joey Hensley (Republican of Columbia),"Hensley, Joey",175.05,2012,Support,2012-07-13
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Vance Dennis (Republican of Savannah),"Dennis, Vance",63.0,2012,Support,2012-07-13
National Federation Of Independent Business,Nat'L Fed. Of Independent Business/Tn Safe Trust,Debra Young Maggart (Republican of Hendersonville),"Maggart, Debra Young",31.5,2012,Support,2012-07-13
Nra,Nat'L Rifle Assn Political Victory Fund,Elaine Davis (Republican of Knoxville),"Davis, Elaine",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Dave Wright (Republican of Corryton),"Wright, Dave",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Cameron Sexton (Republican of Nashville),"Sexton, Cameron",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Cameron Sexton (Republican of Crossville),"Sexton, Cameron",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Greg Martin (Republican of Hixson),"Martin, Greg",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Greg Martin (Republican of Chattanooga),"Martin, Greg",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Monty Fritts (Republican of Kingston),"Fritts, Monty",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,William Lamberth (Republican of Portland),"Lamberth, William",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,William Lamberth (Republican of Hendersonville),"Lamberth, William",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Michelle Foreman (Republican of Franklin),"Foreman, Michelle",26.16,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Michelle Foreman (Republican of Nashville),"Foreman, Michelle",26.16,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Jake McCalmon (Republican of Franklin),"McCalmon, Jake",51.18,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Jake McCalmon (Republican of Brentwood),"McCalmon, Jake",51.18,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Tommy Vallejos (Republican of Clarksville),"Vallejos, Tommy",45.9,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,Todd Warner (Republican of Chapel Hill),"Warner, Todd",75.0,2022,Support,2022-10-30
Nra,Nat'L Rifle Assn Political Victory Fund,"Bill (2018, 2022 Governor Campaigns) Lee (Republican of Franklin)","Lee, Bill (2018, 2022 Governor Campaigns)",4656.92,2022,Support,2022-10-17
Nra,Nat'L Rifle Assn Political Victory Fund,"Bill (2018, 2022 Governor Campaigns) Lee (Republican of Franklin)","Lee, Bill (2018, 2022 Governor Campaigns)",8276.32,2022,Support,2022-10-17
