company_name,total_all,total_since_2016,total_since_2021,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,PAC Address,Links
Caterpillar Inc.,18500.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Poet, Llc",18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
"Polimorphic, Inc.",18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
"Underdog Sports Holdings, Inc. D/B/A Underdog Fantasy",18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Momentum Nonprofit Partners,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,,
"Bradley Medical Center, Llc",18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Civil Design Group,18500.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tennessee Aquarium,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Success For Public Charter Schools Association,18500.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Ciox Health, Llc C/O Multistate Associates Llc",18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,,
"Betmgm, Llc",18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,,
Experian,18500.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pc Solutions & Integration,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Knoxville'S Community Development Corporation,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Tennessee Subcontractors Association Pac,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Lemoyne-Owen College,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
"Mckinstry Viridis, Llc",18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Steersafe Partnership,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Heart N Soul Hospice,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
The Muse Knoxville,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
"United Naturals, Inc.",18500.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rosetta Stone,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,,
Knoxville Premier Properties Llc D/B/A Keller Williams Realty,18500.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Memphis Zoological Society,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
"Bradford Health Partners, Llc",18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,,
"Extract Wellness, Llc",18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tennessee State Court Clerk Association,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
R. L. Polk & Co.,18500.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lilly Usa,18500.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
James Lee Witt Associates,18500.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Adobe Systems Incorporated,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
John C Davenport,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Viva Johnson,18500.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Emerald Youth Foundation,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Roblox Corporation,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
"Geotech Engineering & Testing, Inc.",18500.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Carson-Newman University,18500.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ahios,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,,
Nashville Women'S Political Caucus,18500.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Integrated Biometric Technology Llc,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,,
International Justice Mission,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,,
111 Motorcars Llc,18500.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,,
Town Of Smyrna,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Elan Skin, Llc",18000.0,14000.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Cummins Inc,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,4000.0,,
Advanced Medical Technology Association (Advamed),18000.0,18000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,4000.0,4000.0,4000.0,,
Healthcare Distribution Management Association,18000.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Epilepsy Foundation Of Middle And West Tn,18000.0,16000.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"State Privacy And Security Coalition, Inc.",18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,4000.0,,
Ky-Tn Water Environment Association,18000.0,14000.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Trinity Highway Products, Llc",18000.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,,
Great Western Insurance Company,18000.0,4000.0,0.0,0.0,4000.0,4000.0,4000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Zais Group, Llc",16000.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,,
Professional Certification Coalition,16000.0,16000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,2000.0,2000.0,4000.0,4000.0,0.0,,
"Prichard'S Distillery, Inc.",16000.0,8000.0,0.0,0.0,0.0,4000.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Provectus Biopharmaceuticals, Inc.",16000.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,,
The College Entrance Examination Board,16000.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,2000.0,,
Tn Collectors Assn.,16000.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn Men'S Health Network,16000.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Association For Accessible Medicines,16000.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,,
Memphis Oral School For The Deaf,16000.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Heritage Action For America,16000.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,,
Livelikelou Foundation,16000.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,,
National Kitchen & Bath Assn.,14000.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hopebridge,14000.0,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,,
Campaign For The Fair Sentencing Of Youth,14000.0,14000.0,10000.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,0.0,,
"Liberty Bail Bonds, Inc.",14000.0,14000.0,8000.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,,
Sandoz Inc.,14000.0,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,,
Susan B. Anthony Pro-Life America,14000.0,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,,
The Children'S Museum Of Memphis,14000.0,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,,
Fmr Llc,14000.0,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,,
Tn Alliance For Children And Families,14000.0,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,,
Sunrun Inc.,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Trusted Solutions,14000.0,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,,
Leadingage Tennessee,14000.0,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,,
Tennessee Business Partnership,14000.0,6000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Agudath Israel Of America,14000.0,8000.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Owens Corning,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,,
Fit Diesel Llc,12000.0,12000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,,
"Cricket Communications, Inc.",12000.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Plains And Eastern Clean Line Llc,12000.0,8000.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ash Grove Cement Company,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Invenergy Llc,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,2000.0,,
Legacy Of Legends Cdc,12000.0,12000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,,
Bridges,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,,
Career Education Corporation,12000.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
R Street Institute,12000.0,12000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,4000.0,4000.0,,
General Electric Company,12000.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Fair Elections Center,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,,
"Ntt Data State Health Consulting, Llc (Fka Cognosante Consulting, Llc)",12000.0,12000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,,
"Avanir Pharmaceuticals, Inc.",12000.0,10000.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
The Public Building Authority Of The Sevierville Events Center,12000.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dollar General,12000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn Parks And Greenways Foundation,12000.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Classified Political Consultants Llc,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,,
"Her Song, A Ministry Of The Tim Tebow Foundation",12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,,
Measurement Incorporated,12000.0,8000.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Creative Discovery Museum,12000.0,12000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,,
Junior Achievement Of East Tennesse,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,,
Netchoice,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,,
The Memphis Restaurant Association,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,,
Brevan Howard Us Llc,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Graftech International,12000.0,0.0,0.0,2000.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Midwest Holding,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,,
Lpl Financial Llc,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,,
Icf - Tennessee Chapter,12000.0,12000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,,
"A Secret Safe Place For Newborns, Inc.",12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,,
Jesse James Spirits,10000.0,2000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Treatment Advocacy Center,10000.0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,,
"Sk Life Science, Inc.",10000.0,10000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,,
Aircraft Owners And Pilots Association,10000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Adapt Pharma, Inc.",10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sixteen Thirty Fund,10000.0,10000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,0.0,0.0,,
Matter Health Of Tennessee,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,,
Tn Health Care Campaign,10000.0,0.0,0.0,4000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Stripe, Inc.",10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,,
"Douglas J Institute, Inc",10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,,
"Purfoods, Llc",10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,,
Parent Power Fund,10000.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Full Throttle Sloonshine Llc,10000.0,4000.0,0.0,0.0,0.0,0.0,4000.0,2000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Consumer Reports, Inc.",10000.0,10000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,2000.0,0.0,0.0,4000.0,0.0,0.0,0.0,,
The Coalition For Better Health,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,2000.0,0.0,,
Hikma Specialty Usa Inc.,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,0.0,,
"Bohan Agency, Inc.",10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Black Coffee Justice,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,,
Clean Water Professionals Of Ky & Tn,10000.0,10000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,,
"For All, Inc",10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,2000.0,2000.0,0.0,,
National Psoriasis Foundation,10000.0,10000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,2000.0,4000.0,,
Tennessee Entertainment Alliance,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"National Organization For Rare Disorders, Inc.",10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,,
Gates Capital Resources,8000.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hearthside Assisted Living,8000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Heartland Impact,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,
Homesteaders Life Company,8000.0,0.0,0.0,0.0,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tennessee Golf Assocation,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brthd Of Maintenance Of Way Employes Div.-Ibt,8000.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Chargepoint,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,,
Mlu Services Inc,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,,
"The Lewis Group Architects, Inc., P.C.",8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lamar Advertising Company,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,
Best Friends Animal Society,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,,
"United Cerebral Palsy Of Middle Tennessee, Inc.",8000.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Glorianna Inc,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,
American Association Of University Women,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kaltex Fibers America,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0,,
Gwyn Earl,8000.0,8000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,2000.0,0.0,0.0,0.0,,
"Community Resources For Justice, Inc.",8000.0,8000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,,
The Equity Alliance Fund,8000.0,8000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,,
Act The App Association,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,
"The Schwartzberg Companies Of New York, Inc. D/B/A The Schwartzberg Companies",8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Health Cooperative Strategies, Llc",8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
