company_name,total_all,total_since_2016,total_since_2021,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,PAC Address,Links
Ultragenyx Pharmaceutical Inc.,119500.0,119500.0,119500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,77000.0,40500.0,0.0,,
"Cracker Barrel Old Country Store, Inc.",119000.0,0.0,0.0,20500.0,37000.0,20500.0,20500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Food Hall Company,118500.0,118500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,40500.0,0.0,0.0,0.0,0.0,,
"Gonoodle, Inc.",118500.0,118500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Helmet Free Tennessee Llc,118500.0,0.0,0.0,0.0,0.0,78000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Insurance Auto Auctions,118000.0,97500.0,0.0,0.0,20500.0,0.0,0.0,0.0,0.0,0.0,40500.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Hims, Inc.",117500.0,117500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,40500.0,0.0,0.0,0.0,0.0,,
Society Of Neurointerventional Surgery,117500.0,117500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
The Mentor Network,117500.0,117500.0,117500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,40500.0,0.0,0.0,0.0,,
"Eric A. Gang & Associates, P.A.",117500.0,117500.0,117500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,77000.0,,
"Petros Pace Finance, Llc",117500.0,117500.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,77000.0,0.0,0.0,0.0,0.0,,
"Apex Clean Energy Management, Llc",117500.0,117500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Replica,117500.0,117500.0,117500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,77000.0,0.0,0.0,,
Entegrity Enery Partners,117500.0,117500.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,0.0,2000.0,0.0,0.0,0.0,0.0,,
"National Transportation Research Center, Inc.",117500.0,0.0,0.0,0.0,0.0,77000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Barry Road Partners Llc,117500.0,117500.0,117500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,77000.0,,
Comenity Llc,117500.0,117500.0,117500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,40500.0,0.0,0.0,0.0,,
New Life Medicine,117000.0,117000.0,117000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,78000.0,37000.0,,
Avalon Healthcare Solutions,116500.0,116500.0,116500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20500.0,57000.0,37000.0,,
Evicore Healthcare,116500.0,78000.0,0.0,0.0,0.0,0.0,0.0,38500.0,37000.0,37000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Youth Opportunity Investments,116500.0,116500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,37000.0,57000.0,20500.0,0.0,0.0,0.0,0.0,,
"Buddi Us, Llc",116500.0,116500.0,116500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,78000.0,,
"Asa Engineering & Consulting, Inc.",116500.0,96000.0,37000.0,0.0,0.0,0.0,20500.0,0.0,0.0,0.0,18500.0,40500.0,0.0,0.0,0.0,37000.0,0.0,0.0,,
"Select Management Resources, Llc",116500.0,116500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114500.0,2000.0,0.0,0.0,0.0,0.0,0.0,,
"Twenty Labs, Llc",116000.0,116000.0,116000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,57000.0,0.0,57000.0,0.0,,
Country Music Hall Of Fame And Museum,116000.0,0.0,0.0,0.0,0.0,2000.0,37000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn State Trooper Assn,116000.0,0.0,0.0,0.0,20500.0,77000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sh Advisors Llc,115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,38500.0,,
"Hydroblasters Se, Llc",115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,,
Hmh Education Company,115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,,
Ingram Barge Company Llc,115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,0.0,0.0,,
Penn Foster,115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,,
Kira Learning,115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,,
"Walk2Town Holdings, Llc",115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,0.0,0.0,0.0,,
Western Union,115500.0,38500.0,38500.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,,
United Way Of Greater Chattanooga,115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,,
Tac,115500.0,0.0,0.0,0.0,38500.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Montgomery County Economic Development Council,115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,,
"Cardiac Solutions, Llc",115500.0,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,,
Cumberland Area Development Corp.,115000.0,115000.0,115000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,37000.0,4000.0,0.0,,
Crisis Prevention Institute,114500.0,77500.0,0.0,0.0,0.0,0.0,0.0,37000.0,57000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Cleanspark,114500.0,114500.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114500.0,,
Als Association,114500.0,114500.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,37000.0,20500.0,,
Kairos Power Llc,114500.0,114500.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114500.0,,
Medco Health Solutions,114500.0,0.0,0.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Five Points Benefits Solution, Llc",114500.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
E3 Costruction Services Llc,114500.0,114500.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,0.0,76000.0,,
Tennessee Soybean Association,114500.0,114500.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114500.0,,
Share Our Strength,114500.0,114500.0,114500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114500.0,,
"Kwr Acquity Strategies, Llc",114000.0,114000.0,114000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,37000.0,,
Hill&Knowlton Strategies Llc O/B/O Idemia Identity & Security Usa Llc,114000.0,114000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,77000.0,0.0,0.0,0.0,0.0,,
Nyrstar Tennessee Mines - Gordonsville,114000.0,0.0,0.0,77000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Wagr, Inc.",114000.0,114000.0,114000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,37000.0,0.0,0.0,0.0,,
Heartland Solutions Group,114000.0,114000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Memphis Convention & Visitors Bureau,114000.0,114000.0,114000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,57000.0,,
Wsp Usa Inc.,114000.0,114000.0,114000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,57000.0,,
Pennington Distilling Company,113500.0,113500.0,113500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,75000.0,0.0,0.0,0.0,,
Franklin Social Llc,113500.0,113500.0,113500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113500.0,,
National Guard Insurance Trust,113000.0,93000.0,73000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,40500.0,20500.0,,
"Family First, Inc.",113000.0,113000.0,113000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,37000.0,37000.0,20500.0,,
"Netapp, Inc.",113000.0,39000.0,0.0,0.0,37000.0,37000.0,0.0,0.0,18500.0,18500.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tennessee Ecological Restoration Association,113000.0,113000.0,113000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,37000.0,0.0,20500.0,37000.0,,
Careington International Coroporation,113000.0,0.0,0.0,0.0,0.0,0.0,18500.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Junior Achievement Of Middle Tennessee,112500.0,112500.0,112500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,37000.0,57000.0,,
Freestanding Ambulatory Surgery Center Association of Tennessee,112500.0,0.0,0.0,57000.0,37000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hazel Health,112000.0,112000.0,112000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,57000.0,,
"Tenenssee Provider Coalition, Inc.",111000.0,0.0,0.0,0.0,0.0,20500.0,53500.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Southeastern Loan Funding, Llc",111000.0,111000.0,111000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,37000.0,0.0,0.0,,
Oklo Inc,111000.0,111000.0,111000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111000.0,,
Hospice Of Chattanooga,111000.0,111000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,,
American Fidelity Corporation,111000.0,111000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,0.0,0.0,0.0,0.0,37000.0,0.0,0.0,,
"Youth Advocate Programs,",111000.0,111000.0,111000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,37000.0,,
Cultivate Tennessee,110500.0,110500.0,110500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,73500.0,0.0,0.0,,
Belz Investco Gp,109500.0,89500.0,20000.0,4000.0,4000.0,4000.0,4000.0,4000.0,20500.0,4000.0,37000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,,
"Middle Tennessee Detention Center, Llc",109500.0,105500.0,52500.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,37000.0,4000.0,4000.0,40500.0,4000.0,4000.0,4000.0,0.0,,
Lawler Wood Housing Partners,109000.0,0.0,0.0,35000.0,37000.0,0.0,18500.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tennessee Alliance For Children And Families,108500.0,55500.0,0.0,20500.0,20500.0,4000.0,4000.0,4000.0,37000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Rx Development Associates, Inc",107500.0,63000.0,43000.0,0.0,0.0,4000.0,0.0,40500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,20500.0,18500.0,0.0,0.0,,
Jefferson County Chamber Of Commerce,107000.0,37000.0,0.0,0.0,0.0,0.0,0.0,70000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Allpoints,106500.0,106500.0,86000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,20500.0,4000.0,20500.0,37000.0,4000.0,,
"Fifty Plus Racing Foundation, Inc",106500.0,106500.0,69500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,20500.0,20500.0,20500.0,4000.0,4000.0,,
Tn Immigrant & Refugee Rights Coalition,105000.0,48500.0,0.0,4000.0,4000.0,40500.0,4000.0,4000.0,4000.0,4000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Financial Services Institute, Inc.",103500.0,103500.0,101500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,20500.0,4000.0,77000.0,0.0,0.0,,
Southeastern Emergency Physicians,102500.0,0.0,0.0,37000.0,37000.0,20500.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn Proprietary Business School Assn.,102500.0,4000.0,0.0,37000.0,37000.0,0.0,20500.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ups,102000.0,24000.0,4000.0,0.0,0.0,4000.0,37000.0,37000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,,
Dui Education Centers,101500.0,101500.0,97500.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,20500.0,,
The Good Food Institute,101500.0,101500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,57000.0,40500.0,,
Rural/Metro Of Tennessee,101500.0,0.0,0.0,40500.0,57000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gibson County School District,100500.0,0.0,0.0,18500.0,20500.0,20500.0,20500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Coalition For Tennessee Redevelopment, Llc",100500.0,100500.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,78000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seeding Success,100000.0,100000.0,94000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,78000.0,4000.0,4000.0,4000.0,,
Service Contract Industry Council,100000.0,77500.0,77500.0,20500.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,57000.0,0.0,,
Us Worldmeds,99500.0,99500.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,4000.0,0.0,0.0,0.0,0.0,,
"Workday, Inc.",99500.0,99500.0,99500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,18500.0,77000.0,,
"Emed Labs, Llc",99500.0,99500.0,99500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,38500.0,40500.0,0.0,,
Kemper Corporation,99500.0,0.0,0.0,0.0,0.0,18500.0,40500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Committee On Compensation & Retirement,98500.0,0.0,0.0,20500.0,20500.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lorraine Civil Rights Foundation  Dba National Civil Rights Museum,98500.0,98500.0,98500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,4000.0,37000.0,37000.0,,
Abilis Solutions Corp,98500.0,98500.0,98500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,78000.0,0.0,0.0,0.0,,
Tmba,98500.0,98500.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,20500.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Liminex, Inc Dba Goguardian",98000.0,98000.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,57000.0,4000.0,0.0,,
Christian Family Medicine,98000.0,94000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,37000.0,57000.0,0.0,0.0,0.0,0.0,0.0,,
Tennessee Health Management,98000.0,0.0,0.0,57000.0,20500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Association Of Health Information Outsourcing Services (Ahios) C/O Multistate Associates Llc,98000.0,98000.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,40500.0,,
"Merscorp Holdings, Inc. C/O Multistate Associates Inc.",98000.0,0.0,0.0,0.0,0.0,20500.0,37000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Abbott Laboratories,98000.0,2000.0,2000.0,57000.0,37000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,,
Tenderheart Health Solutions,98000.0,98000.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,57000.0,20500.0,0.0,,
"Quantum Health, Inc.",98000.0,0.0,0.0,57000.0,37000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Parsons Environment & Infrastructure Group Inc.,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Vesta Solutions Inc,97500.0,97500.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,57000.0,0.0,0.0,0.0,0.0,,
Verra Mobility Corporation And Its Affiliates,97500.0,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,20500.0,0.0,,
Open Road Foundation,97500.0,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,20500.0,0.0,,
Truecore Behavioral Solutions Llc,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,57000.0,38500.0,0.0,0.0,0.0,0.0,0.0,,
Avesis,97500.0,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,40500.0,0.0,0.0,,
"Higher Education Partners, Llc",97500.0,0.0,0.0,0.0,0.0,40500.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Mc Global Holdings, Llc",97500.0,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,57000.0,0.0,0.0,,
National Coalition For Public School Options,97500.0,97500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,20500.0,0.0,0.0,0.0,0.0,,
"M&R Strategic Services, Inc.",97500.0,0.0,0.0,0.0,0.0,0.0,57000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
American Strategic Insurance Corp,97500.0,0.0,0.0,0.0,0.0,77000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Kut Kwick Corporation,97500.0,0.0,0.0,0.0,0.0,77000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gv Spring Hill Llc,97500.0,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,40500.0,0.0,,
Reef Technology,97500.0,97500.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,20500.0,0.0,0.0,0.0,,
Rekor Systems Inc,97500.0,97500.0,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,57000.0,2000.0,0.0,0.0,0.0,,
"Omaze, Inc.",96500.0,96500.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,78000.0,0.0,0.0,0.0,0.0,,
Botanical Education Alliance,96500.0,96500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ajmc Llc,96500.0,96500.0,96500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,78000.0,0.0,0.0,,
Autobase Inc.,96500.0,96500.0,96500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,78000.0,,
Tn Athletic Trainers Society,96500.0,76500.0,56500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,40500.0,,
"Pavement Restorations, Inc",96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,57000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
New Merdian Corporation,96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,,
Memphis Brooks Museum Of Art Inc,96000.0,96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,20500.0,38500.0,,
Nashville Teacher Residency,96000.0,96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,37000.0,57000.0,,
Byhalia Pipeline Llc,96000.0,96000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,57000.0,20500.0,0.0,0.0,0.0,0.0,,
Tennessee Self Storage Association,96000.0,47000.0,6000.0,20500.0,2000.0,20500.0,4000.0,2000.0,0.0,0.0,0.0,4000.0,37000.0,4000.0,2000.0,0.0,0.0,0.0,,
"Salesforce.Com, Inc.",96000.0,96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,38500.0,0.0,0.0,,
Innocence Project,96000.0,96000.0,69500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20500.0,4000.0,4000.0,4000.0,20500.0,20500.0,20500.0,,
One-To-One Health,96000.0,96000.0,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,20500.0,0.0,0.0,18500.0,0.0,,
"Emmaus Billing And Consulting, Llc",95500.0,0.0,0.0,0.0,0.0,0.0,38500.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Mgt Impact Solutions, Llc",95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,,
Life Care Physician Services,95500.0,0.0,0.0,38500.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Goldfinch Health,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,,
Tremco Cpg Inc.,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,,
Napa,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,,
"Naphcare, Inc.",95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,57000.0,0.0,0.0,0.0,,
Mackinac Center Action,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,18500.0,,
Maryville College,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,57000.0,,
Endo Pharmaceuticals,95500.0,0.0,0.0,38500.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Alternatives To Incarceration Llc D/Ba/ A2I,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,,
Hart Intercivic,95500.0,75000.0,0.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
